Concept Index,Concept Name,Description,Human Label,Machine Label
82,actuated switch  flat switch,a small magnetic attatchment to the face plate of a flat switch that has an actuated slider that allows for control of the switch,Hardware and Logistics,switch;switches
83,remote plug hub,a hub that you can insert into the outlet that can remotely control the output of the outlet,Hardware and Logistics,switch;switches
84,personal light bracelet,a wristarm strap that contains a light that can shine forward or downward to aid work in poor lighting,Wearable and On Demand,light;sensor
85,remote lightbulb,a light bulb adaptor that attatches in between the bulb and socket that can remotely control the light,Hardware and Logistics,light;touch
86,onemote,a simple remote that is easily programmable to control all the remote switch plug and bulb adapters,Sensor-Based Products,switch;switches
87,bracelet remote,a bracelet version of the remote that is more portable and personal that could allow for motion control of appliances and lighting,Sensor-Based Products,control;controls
88,smartbolt,a deadbolt lock for your door that can be remotely controlled and allows users to make sure their doors are locked while away,Hardware and Logistics,lights;sensor
89,room switch,a signle switch that easily allows someone to turn off all unnecessary electronics in their room from one spot when they leave in order to save power,Hardware and Logistics,switch;switches
90,surround lighting,a lighting system that surrounds the room and can be selectively lit to accommodate where you need light at a specific instance,Hardware and Logistics,light;sensor
91,rail lighting,a light on a rail that goes arround the room and follows a user,Hardware and Logistics,light;sensor
92,extended light bulb adaptor,light bulb adapter that has a flexible extended sensor for obstructed lights,Hardware and Logistics,lights;sensor
93,extended socket adaptor,socket adaptor that has a flexible extended sensor that can be remotely controlled,Hardware and Logistics,lights;sensor
94,smart key,a key with a small mechanism that toggles when you lock your door so you can look at the key later and see if your door is locked,Hardware and Logistics,lights;sensor
95,remote control blinds,blinds that can be remotely controlled via a servo motor or actuator,Hardware and Logistics,control;controls
96,motion controller bracelet,a bracelet that can be worn and can recognize hand gestures that can be programmed to control different appliances and room controls,Wearable and On Demand,control;controls
97,biosensing lightswitch,a room control device that uses heat sensing or something other than motion to sense if someone is in the room  motion sensing may not work because if someone is just sitting there it may detect that everyone has left and the room is empty,Hardware and Logistics,lights;sensor
98,room power usage app,an app that lets users know how much power each room in their house is drawing in order to track energy usage,Application-Based Products,lights;sensor
99,removable light switch,a light switch that can be physically removed from the wall and used as a remote for that specific switch,Hardware and Logistics,switch;switches
100,shared room control,an app that lets users in shared living spaces control room they are staying in together,Application-Based Products,control;living
