index,Concept Name,Concpet Description,Human Label,Machine Label
20,turbine blade tubercule design,inspired by the ridges on humpback whale flippers this blade has edges that are ridged at low mph winds the performance levels were 2x,wt efficiency,blade;pitch
21,extendable blades,lengthn blades at high wind speeds and shorten when lots of birds,configuration,turbine;wind
22,carbon emission screen,screen next to wt displaying how much coal is emitting to show the importance of the wt,community,wt;wind
23,wind power meter,shows customers how much power the wt has generated,community,wt;wind
24,scare the birds,kid play area near the wt where kids can spray water at nearby birds,community,wt;wind
25,mist er,in public areas wt can release water droplets into air to mist people and keep them cool,community,wt;wind
26,shrouded diffuser,a large area intake to get more air and a diffuser to increase efficiency,wind concentrators,efficiency;parts
27,shrouded vertical,vawt with a shroud to minimize visible moving parts,wind concentrators,efficiency;parts
28,drag based vawt with concentrator,a covered dragbased vawt with a concentrator placed ahead for increased efficiency,wind concentrators,efficiency;parts
29,cowled hawt with uv reflective patterns,a medium sized hawt with an efficiency increasing cowl covered in uv reflective surface finish,wind concentrators,efficiency;parts
30,window door turbines,when window is closed the wt is tucked away when the window is open the wt slides down in front of the window to harvest the breeze,hiding the wt,wt;wind
31,tree  turbine,turbine placed on a tree to allow camouflaging,aesthetics,turbine;wind
32,buoyant airborne turbine,helium aerostat with 3 rotating blades ,aesthetics,turbine;wind
33,tree vent,array of vertical ind turbines that are meant to be efficient,aesthetics,turbine;wind
34,transparent wt,lack of turbine blade material allows the background to show through,aesthetics,turbine;wind
35,light emitting camouflage,light source used to match ambient light conditions to counter illuminate the structure,aesthetics,turbine;wind
36,roof top,installing small scale wind turbines on roof tops to be less intrusive,aesthetics,turbine;wind
37,vortex bladeless,coneshaped turbine that uses vortex created by wind moving past objects to harness energy the vortex causes the cone to deliberatel oscillate,aesthetics,turbine;wind
38,wind funnel art,art work designed to funnel wind transparent with air dyes so people can see the streams spin the turbines,aesthetics,turbine;wind
39,rooftop dragbased mini turbine,small verticall axis dragbased wt for individual use,bird safety,wt;wind
40,colored turbines,use turbines that are very visible to birds to detract them from flying close,hiding the wt - camoflage,turbine;wind
41,mirror covered turbine,put many tiny mirrors on turbines so they are invisible,hiding the wt - camoflage,turbine;wind
42,camoflage turbine,turbine has a brown trunk and green blades to match the environment,hiding the wt - camoflage,turbine;wind
43,slide,a kids slide that swivels around the spire of the tower to engage kids and community,community,tower;level
44,natural wind concentrator,wt blends in with environment and natural features eg trees are used to increase the wind velocity,wind concentrators,turbine;wind
45,shroud,honeycomb shroud smooths wind and encases low pressure zone make shroud out of fabric,wind concentrators,turbine;wind
46,vertical intake,no direct visible moving part and funnel is used to draw in air to the turbine,wind concentrators,turbine;wind
47,vertical axis anti perching turbine with vibration attenuation,a helix shaped lift based vawt with a windspeadincreasing deflector around it and antiperching measures uptop,wind concentrators,turbine;wind
48,hot hub,hub of wt is hot to avoid bird nesting,configuration,wt;nesting
49,vawt farm formation,wt harvest from the vortices of the other wts could harvest gusts from buildings and trees,configuration,wt;nesting
50,slow vawt,larger lift based vertical concept which will spin slower thus making it safer for birds,aesthetics,efficiency;parts
51,wind + water,corkscrew turbine in the air when there is wind and submerged underwater when there isnt to take advantage of waterflow instead,merging renewables,turbine;wind
52,tidal chamber wind turbines,change in tides pushes air through tidal chamber as water passes through  take advantage of the airflow,merging renewables,turbine;wind
53,wind + thermal,black boxshaft on top of turbine provides warm water for residents,merging renewables,turbine;wind
54,barn housing,house wts in uppermost levels of barns at farms or place on top of silos,hiding the wt,
55,landscape art,feature vawts as landscape sculptures and treat them as an attraction,aesthetics,landscape;buildings
56,designated migration area,build an alleyway with trees next to windfarms that are designated as migration routes,wind concentrators,
57,retractable wind blades,wt with retracting blades to avoid obstruction in day,configuration,wt;wind
58,mirrored wt,mirrored finish blends with surroundings,aesthetics,wt;wind
59,variable height,wt adjusts to harvest rated wind speeds can be lowered for certain times of the day,aesthetics,wt;wind
60,auto stall,wt changes blade pitch to stall when birds are near sensors monitor if bird is near,bird safety,blade;pitch
