index,Concept Name,Concpet Description,Human Label,Machine Label
35,craddle,the chile get puts asleep in a craddle when the craddle rocks weights get released to provide corective forces this can cycle throughout the night,External Treatment Device,forces;bands
36,cloud,data coming from sensors are tranferred to cloud for storage and monitoring,Treatment Communication/ Community Building,curvature;spine
37,vest like brace,the vest covers shoulders of patients making it easier for brace to stay in correct position,Correct Position Guarantee,brace;shoulders
38,gravity bed,child sleeps on a bed tilted at a slight angle a couple weights are attached to child and hang off the bed providing corrective forces overnight,External Treatment Device,pads;forces
39,padded wheelchair,child sits in a wheelchair and 3 pads come in driven by lead screws to provide necessary forces,External Treatment Device,pads;forces
40,bed with stretch bands,patient lies in bed with 3 stretch bands that wrap around them as they sleep tension from the bands apply forces pads should be placed where contact is made with the body,External Treatment Device,pads;forces
41,scoliosis swing,a novel way to put pressure on the spine the childs harness for the swing is made specifically to put pressure on the spine when swinging motion occurs otherwise used the same way as a baby swing,External Treatment Device,pads;forces
42,exo skeleton back ,exo skeleton back brace with bolt positions for custom brace sections,Rigid Brace Variations ,brace
43,pressure sensors,sensors attached to inner surface of the brace which could detect pressure temperature and force,Actuated Dynamic Brace,brace;force
44,pressure sensor sheet,use pressure sensor sheets to adjust a brace manually keep constant pressure ,Actuated Dynamic Brace,brace;force
45,smartbrace,brace only applies force when necessary brace can detect when spinal curvature needs to be improved and applies appropriate pressure,Actuated Dynamic Brace,brace;force
46,dynamic elastic brace,intended to prevent young children from casting this brace would provide pressure on the spine only when necessary by utilizing force sensors ,Actuated Dynamic Brace,brace;force
47,spring ,when kids are inside the brace the brace expands which makes springs elongate and apply traction force,Actuated Dynamic Brace,brace;force
48,air brace w  force sensors,when the force sensors detect that there is too much force in once area due to spinal curvature they inflate the appropriate air pads on the brace,Actuated Dynamic Brace,brace;force
49,magnetic brace,magnets on either side of the brace inserted in pockets in vest create force on spine to straighten curvature,Actuated Dynamic Brace,brace;force
50,dynamic ratcheting brace,brace senses when force needs to be applied and tells you when you can take it off data sent to the cloud and recieved via bluetooth to mobile device,Actuated Dynamic Brace,brace;force
51,spinoscope,an implantable spinal gyroscope is implanted at the points of curvature on the spine to detect when the angle is greater than an acceptable spinal angle,Implantable/ Surgical Intervention ,curvature;spine
52,pediatric scoliosis module,physician education program to teach pediatricians how best to detect scoliosis and to support families of children with eos,Treatment Communication/ Community Building,children;extension
53,scoliosis support group,part of what makes eos so difficult to manage is a lack of resources a support group would enable parents to share experiences  tips  info,Treatment Communication/ Community Building,children;extension
54,bed with rollers,this is a bed that applies loads overnight 3 foam rollers attached to lead screws to adjust force get pushed up against the child as they sleep on their back,External Treatment Device,torso;shaft
55,elastic bands,elastic bands with different youngs modulus generate forces of various magnitude,Rigid Brace Variations ,forces;bands
56,spinal column applying torsion and extension,apply torsion and distraction along a spinal column,Actuated Dynamic Brace,children;extension
57,many linear actuators,spread the actuation between dozens of actuators throughout brace rings as anchors,Actuated Dynamic Brace,brace;curvature
58,strain gauge,measure deformation of brace through strain have a tuned spring for a brace,Actuated Dynamic Brace,brace;curvature
59,cotton contact,a layer of cotton on the inersurface of the brace helps keep kids warm in winter also cotton is soft and gentle for kids skinit could be removed if it needs cleaning or is no longer necessary,Modular Brace w/ Multiple Components,brace;cables
60,motor,motor generates power and then applies corrective force,Rigid Brace Variations ,force;patients
61,fixed pelvic griddle,fixed gridle sits on patients pelvic combined with other components for derotation force,Rigid Brace Variations ,force;patients
62,two halves of a cast,how might we actuate an existing brace,Actuated Dynamic Brace,brace
63,bioinspired,place linear actuators inline with muscles to add natural support,Correct Position Guarantee,muscle;stimulation
64,chair with brace,we put on and take off clothes throughout the day what if you had different braces throughout the day,Actuated Dynamic Brace,brace;shoulders
65,modular brace,the brace are made of modular parts which are designed to match various body size,Modular Brace w/ Multiple Components,body;brace
66,tens unit brace,muscular stimulator removable by straps elastic adjustability gauges frequency of use,External Treatment Device,brace;curvature
67,3d tracking of spine,implanted markers in the spine can be tracked by the brace fit of brace as well as progresion of treatment can therefore be documented,Implantable/ Surgical Intervention ,brace;cables
68,pivot point,most simplified range of motion one degree of freedom,Actuated Dynamic Brace,curve;motion
69,mars suit constricting tensioning cables ,use cables like mars suit that constrict when a certain position is needed,Actuated Dynamic Brace,mars;layer
70,mulitple layer mars suit,each layer serves a different function one layer for climate control for example,Actuated Dynamic Brace,mars;layer
71,scoliosis software,software developed to help doctors and parents better monitor the force applied,Treatment Communication/ Community Building,force;patients
72,traction rod,separate the brace into upperlower part link two parts with a rod on the back to generate traction force,Rigid Brace Variations ,brace;force
73,elastic compliant brace,deformable to allow extreme movements and strength building avoid atrophy provide resistive force 85 of the time,Rigid Brace Variations ,brace;force
74,stretch machine,the robotic machine provides the same twisting and stretching done during the manipulation of the spine during edf casting much lower forces can be used and the patient can stretch once a day for an hour,External Treatment Device,muscle;stimulation
75,pulleys along muscle direction. batons. tensegrity.,cloth with anchor points wind surfing sail anchor points,External Treatment Device,muscle;stimulation
76,stimulation device,an electrical device that zaps you to periodically stimulate muscle movement in the right direction to provide active forces,,muscle;stimulation
77,data tracking brace,communicate activity level brace angle time spent in brace to the doctor patient and parent like a smart watch,Treatment Communication/ Community Building,brace;cables
78,tension brace,rotational knob adjusts tension on cables running in all directions through vest to put pressure where necessary,Actuated Dynamic Brace,brace;cables
79,pneumatico,half bands go around upper mid and lower torso pneumatic pistons push on them to apply loads,,torso;shaft
80,geared vest,rings go around upper mid and lower torso a geared mechanism is attached to the rings as the gear is rotated it pushes or pulls on the bands,,torso;shaft
