index,Concept Name,Concpet Description,Human Label,Machine Label
67,protect the planet,recyclable tensegrity adopts ideas of using biodegradable materials which can create the next generation of robots,secondary function,robot;robots
68,thermal imaging robo,thermal imaging allows the robot to view the heat images of the human being allowing for easy identification,secondary function,robot;robots
69,position!,many robots wait in buildings in order to be immediate responders when disaster occurs,secondary function,robot;robots
70,cat eyes,robot locally locates itself using vision that does not depend on outside light eg sonar,secondary function,robot;robots
71,deployable sensors,robot carries and deploys sensors across disaster area,secondary function,robot;robots
72,interactive robot,robot has mic and speaker that can be used to communicate between victims and responders,secondary function,robot;robots
73,increased rod number,increase number of rods to improve stability of the robot,secondary function,robot;robots
74,intelligent robot,has sensors collects data processes it and decides which route is best to get to victims,secondary function,robot;robots
75,feedme,good user control feedback when controlling the tensegrity through an app move the tensegrity using an app to allow for a more intuitive control of the robot,secondary function,robot;robots
76,stopme,sensors to prevent the tensegrity robot from rolling into something that may damage it lidar uv sensors,secondary function,robot;robots
77,combined tensegrity shapes,tensegrities that can be joined together to make different shapes can be used for various purposes,modularity,obstacles;bars
78,tensegrity compogrity,change the material of the tensegrity rods to one with a higher impact resistance higher strength to weight ratio  preferably composites,weight/ impact toughness,rods;cables
79,consciousness,robot actively chooses how to navigate,helmet,robot;spider
80,resistant robots,when impacted by an object the robot is able to regain its elastic state,impact toughness,robot;spider
81,projectile,robot is thrown into an area sticks landing conveys info,locomotion,robot;robots
82,retractable wheels,someor all rods have retractable wheels that are used when appropriate to improve maneuverability of the robot,locomotion,robot;robots
83,drone tensegrity hybrid,robot has ability to lift off and land then operate as a tensegrity when need,locomotion,robot;robots
84,frog motion,springs within robot that compress and help spring the robot forward when required,locomotion,robot;robots
85,rubber tracks,cables on the robot made to resemble tracks like on a military vehicles eg tanks,locomotion,robot;robots
86,tensegrifly,introduce collaspable propellers to the ends of the robot to enable flight propellets will retract when rolling on the ground,locomotion,robot;robots
87,halved enclosure,design enclosure as two identical halves since were using two identical control boards,flexibility,springs;enclosure
88,multi functional rods,integrate some sensors within rods free up some space,secondary function,rods;cables
89,simplified tensegrity,use the least amount of rods materials,secondary function,rods;cables
90,easy assembly,make it easy to add  or remove rods for use in different applications,secondary function,rods;cables
91,plastic shield,cover sphere with some stretchy waterproof membrane that keeps dustwater out of entire assembly,secondary function,rods;cables
92,folding clip,clip that holds sphere in folded position,secondary function,rods;cables
93,helpless,robot asks for help uses local resources help me and carry me,user experience,robot;robots
94,telegrity,incease or decrease the size of the tensegrity on demand to help with space constaints or to get over larger obstacles,mod save america,obstacles;bars
95,rope,many fibers on tensile component  if one breaks ther are others,integrity,rods;cables
96,coverme,cover the springsspools in an elastic protective sleeve to shield them from the elements sharp objects,integrity,rods;cables
97,size changing robots (transformer) ,robots with adjustable rods that can change size and shape whenever they need to fit into tight spots,flexibility,rods;cables
98,orientation,all compression rods orient themselves to be parallel so that can fit through small spaces,flexibility,rods;cables
99,sliding motor mounts,make it easy to moveremove motors by sliding them around,flexibility,rods;cables
100,suspense,one of the purposes of designing a robust tensegrity robot is to protect the payload its carrying suspend the payload in the middle with springs and dampeners magnetic repulsion,impact toughness,robot;robots
101,pulsating lights,pulsating lights on tensegrity allow for easy identification at the diaster site,secondary function,obstacles;bars
102,move! you're in my way,no agenda moves randomly and relays random info,secondary function,obstacles;bars
103,wrap around ,elastic fabric to wrap around device to help protect the components ,secondary function,obstacles;bars
104,wider rod ends,increasing the surface area of the contact points rod ends to help with the stability,secondary function,obstacles;bars
105,extendable rods,extandable rods that can help shifttip the center of mass,secondary function,obstacles;bars
106,kick  stand,add a component that behaves as a kickstand to help with balance,secondary function,obstacles;bars
107,tiny,a small bot so that it can get into small places,mod save america; locomotion,obstacles;bars
