index,Concept Name,Concpet Description,Human Label,Machine Label
50,robots with vr,instead of using gps which provides a 2d coordinate the robot uses 3d coordinate system wearing a vr to pinpoint the location of the victim,secondary function,robots;robot
51,smart and fire resistant robots,planning an escape route in a building caught on fire,secondary function,robots;robot
52,sesimic robots,able to scan for earthquakes and can scan the structural integrity of a building before the first responders enter,secondary function,robots;robot
53,wear your controller,a hand watch or app with wireless robot control feautures ,secondary function,robots;robot
54,protect the planet,recyclable tensegrity adopts ideas of using biodegradable materials which can create the next generation of robots,secondary function,robots;robot
55,position!,many robots wait in buildings in order to be immediate responders when disaster occurs,secondary function,robots;robot
56,cat eyes,robot locally locates itself using vision that does not depend on outside light eg sonar,secondary function,robots;robot
57,interactive robot,robot has mic and speaker that can be used to communicate between victims and responders,secondary function,robots;robot
58,feedme,good user control feedback when controlling the tensegrity through an app move the tensegrity using an app to allow for a more intuitive control of the robot,secondary function,robots;robot
59,elastomer dampening,use a viscoelastic elastomer inside of a spring to act as a dashpot,impact toughness,
60,all in one robot,robots which can traverse in aerial land and sea,locomotion,robot;spider
61,flight!,the robot flies over uneven terrain,locomotion,robot;spider
62,jump!,the robot propels itself over obstacles like a cat,locomotion,robot;spider
63,spider,robot swings on something like spider silk eg into a ditch or over a gap,locomotion,robot;spider
64,composite spools,replace the current spools with carbonfibre thread to increase resistance to snappingbreaking,integrity,rods;obstacles
65,suspense,one of the purposes of designing a robust tensegrity robot is to protect the payload its carrying suspend the payload in the middle with springs and dampeners magnetic repulsion,impact toughness,robot;sensors
66,halved enclosure,design enclosure as two identical halves since were using two identical control boards,flexibility,control
67,drone tensegrity hybrid,robot has ability to lift off and land then operate as a tensegrity when need,locomotion,robot;robo
68,frog motion,springs within robot that compress and help spring the robot forward when required,locomotion,robot;robo
69,squeeze,can squeeze two compression rods together to hold onto things,locomotion,rods;cables
70,hook,hooks tensile component on rubble and shortens it to pulls self forward and on top of rubble,locomotion,rods;cables
71,increased friction on the cables,increased friction on the cables rubber band eg with spikes ,locomotion,rods;cables
72,spherical electronics enclosure,electronics are enclosed in a sphere to reduce catching on rodscables during movement,locomotion,rods;cables
73,cable guides on bearings,if we use bearings include guides that turn the rods,locomotion,rods;cables
74,rod electronics,move electronics to rods in order to suspend the payload in the middle,locomotion,rods;cables
75,squish it!,collaspable rods into a cynlinder shape for ease of transportation space constraints,locomotion,rods;cables
76,mod,everything condensed to contained within tensile or compression elements,mod save america,rods;cables
77,connectme,connect multiple tensegrities through their endcaps to form a huge transformer tensegrity,mod save america,rods;cables
78,consciousness,robot actively chooses how to navigate,helmet,robot;spider
79,stensegth,modular strength  add strengthening mebers to to poles to exisiting poles of the tensegrity poles,mod save america;impact toughness,
80,multi functional rods,integrate some sensors within rods free up some space,secondary function,rods;cables
81,simplified tensegrity,use the least amount of rods materials,secondary function,rods;cables
82,easy assembly,make it easy to add  or remove rods for use in different applications,secondary function,rods;cables
83,plastic shield,cover sphere with some stretchy waterproof membrane that keeps dustwater out of entire assembly,secondary function,rods;cables
84,folding clip,clip that holds sphere in folded position,secondary function,rods;cables
85,hollow rods,use hollow rods cut down on weight,secondary function/locomotion,rods;cables
86,telegrity,incease or decrease the size of the tensegrity on demand to help with space constaints or to get over larger obstacles,mod save america,rods;obstacles
87,size changing robots (transformer) ,robots with adjustable rods that can change size and shape whenever they need to fit into tight spots,flexibility,rods;cables
88,orientation,all compression rods orient themselves to be parallel so that can fit through small spaces,flexibility,rods;cables
89,sliding motor mounts,make it easy to moveremove motors by sliding them around,flexibility,rods;cables
90,rectangular enclosure,enclosure is designed to be as small as possible surrounding only the two control boards and thats it,weight,control
91,projectile,robot is thrown into an area sticks landing conveys info,locomotion,robot;sensors
92,retractable wheels,someor all rods have retractable wheels that are used when appropriate to improve maneuverability of the robot,locomotion,robot;sensors
93,rubber tracks,cables on the robot made to resemble tracks like on a military vehicles eg tanks,locomotion,robot;sensors
94,tensegrifly,introduce collaspable propellers to the ends of the robot to enable flight propellets will retract when rolling on the ground,locomotion,robot;sensors
95,move! you're in my way,no agenda moves randomly and relays random info,secondary function,move;jump
96,staged springs,progressivly stiffer springs that are tied in series,impact toughness,springs;motors
97,froggy,projects self off higher rubble or roofs into desired areas,locomotion; planning,springs;motors
98,balance!,the robot can ensure it is balanced over its center of gravity,locomotion; impact toughness,robot;robo
99,tensegribars,add more bars to the tensegrity to make it more rigid and robust,impact toughness,bars;shapes
100,shrinking robot,rods can retract robot can shrink into a smaller ball when needed,flexibility,robot;sensors
101,extendable arm,robot has an extendable rod that acts as arm carries sensors and deployable in hardtoreach spaces,flexibility,robot;sensors
102,smart robot,recognises the face of the victim during a disaster,secondary function,robot;spider
103,smart robot: path planners,robots which plan the most suitable path for the first responders,secondary function,robot;spider
104,legs!,many legs so that at least one catches on the terrain,locomotion,grip;toes
105,toes,has toes on end caps to grip,locomotion,grip;toes
106,stick together,everything covered in sticky material for grip,locomotion,grip;toes
107,expansion end caps,endcaps that expands like an inverse tripod to provide traction on different terrain,locomotion,grip;toes
