index,Concept Name,Concpet Description,Human Label,Machine Label
42,waterproof robots,a waterproof sheet wrapped around the robot which protects the payload and all the internal sensitive compeonents,secondary function,robots;robot
43,smart and fire resistant robots,planning an escape route in a building caught on fire,secondary function,robots;robot
44,sesimic robots,able to scan for earthquakes and can scan the structural integrity of a building before the first responders enter,secondary function,robots;robot
45,protect the planet,recyclable tensegrity adopts ideas of using biodegradable materials which can create the next generation of robots,secondary function,robots;robot
46,tensegrity compogrity,change the material of the tensegrity rods to one with a higher impact resistance higher strength to weight ratio  preferably composites,weight/ impact toughness,impact;tension
47,mod,everything condensed to contained within tensile or compression elements,mod save america,transformer;tensile
48,connectme,connect multiple tensegrities through their endcaps to form a huge transformer tensegrity,mod save america,transformer;tensile
49,plastic shield,cover sphere with some stretchy waterproof membrane that keeps dustwater out of entire assembly,secondary function,sphere;objects
50,rubber spring feet,rubber domes attached to end of rods using thick fat compression springs,impact toughness,rods;cables
51,endcap enclosure tethers,enclosure is mounted to rest of sphere by cables tethered to ends of rods,impact toughness,rods;cables
52,soft electronics enclosure,cover electronics enclosure with soft foam to mitigate damage from occasional rod collisions,impact toughness,rods;cables
53,breakaway cables,have some singleuse cable attachments that act as mechanical fuses in order to break fall from drone,impact toughness,rods;cables
54,thicker rods,simply have thicker rods for the tensegrity sphere to further resist buckling,impact toughness,rods;cables
55,steady!,the robot uses walls to improve its stability,flexibility,robot;help
56,plunger endcaps,use air as a springdamper for end shock absorbtion,impact toughness,plunger endcaps
57,robots with vr,instead of using gps which provides a 2d coordinate the robot uses 3d coordinate system wearing a vr to pinpoint the location of the victim,secondary function,robot;app
58,wear your controller,a hand watch or app with wireless robot control feautures ,secondary function,robot;app
59,cat eyes,robot locally locates itself using vision that does not depend on outside light eg sonar,secondary function,robot;app
60,interactive robot,robot has mic and speaker that can be used to communicate between victims and responders,secondary function,robot;app
61,feedme,good user control feedback when controlling the tensegrity through an app move the tensegrity using an app to allow for a more intuitive control of the robot,secondary function,robot;app
62,tiny,a small bot so that it can get into small places,mod save america; locomotion,direction;bot
63,bubbleit,encase the tensegrity in a light thin elastic bubble protects the tensegrity from any falling debri during an earthquake,integrity,bubbleit
64,projectile,robot is thrown into an area sticks landing conveys info,locomotion,robot;sensors
65,retractable wheels,someor all rods have retractable wheels that are used when appropriate to improve maneuverability of the robot,locomotion,robot;sensors
66,rubber tracks,cables on the robot made to resemble tracks like on a military vehicles eg tanks,locomotion,robot;sensors
67,tensegrifly,introduce collaspable propellers to the ends of the robot to enable flight propellets will retract when rolling on the ground,locomotion,robot;sensors
68,rope,many fibers on tensile component  if one breaks ther are others,integrity,fibers;motors
69,wider rod ends,increasing the surface area of the contact points rod ends to help with the stability,secondary function,rods;rod
70,extendable rods,extandable rods that can help shifttip the center of mass,secondary function,rods;rod
71,balance!,the robot can ensure it is balanced over its center of gravity,locomotion; impact toughness,robot;help
72,robo tether,robo tethers allow for easy grab and release of an object,flexibility,robot;robo
73,shrink!,the robot adjusts length of spine according to need,flexibility,robot;robo
74,stensegth,modular strength  add strengthening mebers to to poles to exisiting poles of the tensegrity poles,mod save america;impact toughness,stensegth
75,resistant robots,when impacted by an object the robot is able to regain its elastic state,impact toughness,resistant robots
76,shrinking robot,rods can retract robot can shrink into a smaller ball when needed,flexibility,robot;sensors
77,extendable arm,robot has an extendable rod that acts as arm carries sensors and deployable in hardtoreach spaces,flexibility,robot;sensors
78,easy assembly,make it easy to add  or remove rods for use in different applications,secondary function,easy assembly
79,coverme,cover the springsspools in an elastic protective sleeve to shield them from the elements sharp objects,integrity,sphere;objects
80,axial spring,decouple motors from stretchiness of sphere by placing springs on axle of motor,locomotion,staged springs
81,multi functional rods,integrate some sensors within rods free up some space,secondary function,rods;cables
82,simplified tensegrity,use the least amount of rods materials,secondary function,rods;cables
83,folding clip,clip that holds sphere in folded position,secondary function,rods;cables
84,loyalty,protects humans provides cover when near humans while disaster is occuring,secondary function,loyalty
85,break!,the robot breakspushes through terrain that is in the way grass rocks,locomotion; impact toughness,robot;sensors
86,expand!,the robot is wide so that the unevenness of the terrain is flat relative to size of contact area like a monster truck,locomotion; impact toughness,robot;sensors
87,helpless,robot asks for help uses local resources help me and carry me,user experience,robot;help
88,size changing robots (transformer) ,robots with adjustable rods that can change size and shape whenever they need to fit into tight spots,flexibility,rods;cables
89,orientation,all compression rods orient themselves to be parallel so that can fit through small spaces,flexibility,rods;cables
90,smart robot,recognises the face of the victim during a disaster,secondary function,resistant robots
91,smart robot: path planners,robots which plan the most suitable path for the first responders,secondary function,resistant robots
92,tensegribars,add more bars to the tensegrity to make it more rigid and robust,impact toughness,tensegribars
93,combined tensegrity shapes,tensegrities that can be joined together to make different shapes can be used for various purposes,modularity,shapes;materials
94,directional tread on endcaps,keep feet moving in proper direction by having spikes or something pointed in the opposite direction,locomotion,direction;bot
95,toes,has toes on end caps to grip,locomotion,grip;toes
96,stick together,everything covered in sticky material for grip,locomotion,grip;toes
97,move! you're in my way,no agenda moves randomly and relays random info,secondary function,direction;bot
98,heavy load carrying robots,a wide flat robot with a large back which is able to carry heavy loads from one place to another,weight,robots;robot
99,telegrity,incease or decrease the size of the tensegrity on demand to help with space constaints or to get over larger obstacles,mod save america,component;thread
100,position!,many robots wait in buildings in order to be immediate responders when disaster occurs,secondary function,position!
101,adjustable spring tension,change spring tension to tighten just before robot experiences high impact loading,impact toughness,impact;tension
102,pull,grabs something and use it to pull cog forward grab next thing and use to pull cog forward,locomotion,pull;roll
103,tensegrileap,introduce spring like feet to the endcaps of the tensegrity sphere helps the tensegrity jump past obstacles it cant otherwise roll over also helps act as a force dampener during deployment,locomotion,pull;roll
104,deployable sensors,robot carries and deploys sensors across disaster area,secondary function,robot;sensors
105,increased rod number,increase number of rods to improve stability of the robot,secondary function,robot;sensors
106,intelligent robot,has sensors collects data processes it and decides which route is best to get to victims,secondary function,robot;sensors
107,stopme,sensors to prevent the tensegrity robot from rolling into something that may damage it lidar uv sensors,secondary function,robot;sensors
