index,Concept Name,Concpet Description,Human Label,Machine Label
74,low profile exoskeleton,exoskeleton that has a lowprofile frame hiding bulky features such as motor housings,aesthetic,exoskeleton;accessory
75,slim braces,motor housings and braces are in front of patient to reduce frontal profile,aesthetic,braces;bones
76,transformer exoskeleton,exoskeleton transforms into a wheelchair or seat so the user can sit down,adjustability,exoskeleton;user
77,universal shoe connection,allow users to wear their own shoes in the device instead of using soecial shoes,easy to use,users;tracks
78,bag strap,a thorough contrain of the upper body though somewhat complicate it can prevent any unbalance from happening,safety,leg;button
79,anti tripping toe guards,prevents user from tripping by not being able to move their foot all the way forward using curved toe shields that are able to slide along the ground,safety,leg;button
80,easy to put on,when the users need to put the exoskeleton on they only need push a buttom and the exoskeleton will be unzipped and wait for the users putting on,easy to use,exoskeleton;accessory
81,guide mode,holding and guiding exoskeleton allows it to move itself meaning it never has to be carried,easy to use,exoskeleton;accessory
82,fold up exoskeleton,exoskeleton that can be folded up easily to take on the go in a briefcase or something like that,easy to use,exoskeleton;accessory
83,easy put on system,have parts that can have the exoskeleton fit on a chair so that people just need to sit on the exoskeleton and tighten the buckles,easy to use,exoskeleton;accessory
84,accessory car charging plug,bring a power adapter so that the exoskeleton can be charged using the electronic car charging station,easy to use,exoskeleton;accessory
85,inflatable frame,the totally frame can be inflated ,adjustability,inflatable frame
86,customizable upgrades,pay to unlock the hidden advance functions and pay to upgrade the gears with more powerful actuators battery addons etc,motivation,battery;bulky
87,real time supervision app,using app to provide realtime supervision to the exoskeleton similarly to the car panel which can report the battery cruise distance and any break down,motivation,battery;bulky
88,interchangeable bones,tibia and femur braces are made of the same part,affordability,braces;bones
89,wireless charge ,when the suit is used in training room we can use wireless charging technology to recharge the device while users are using it,easy to use,compensation;users
90,watch dog  mode,turn on this mode when the owner is sleeping and watch out for theives,safety,mode;user
91,spotter system,control algorithm that senses when assistance is needed during walking uses force thresholds,control,leg;button
92,spring steel leg,use spring steel to make the leg so that for every step some energy is accumulated on the spring which will be applied during the release phase thus saving some energy,durability,leg;foot
93,id verification,the exo know who you are by analyzing the vocal and facial features,safety,id verification
94,modularized power pack,use modularized battery packs to acheive quick change indirectly prolonging the function time,easy to use,battery;bulky
95,adjustable length,has adjustable bars on thighs and lower legs so it fits users of different sizes,adjustability,users;tracks
96,ai exo,users can wear the exo but the exo can do something by itself such as cooking cleaning charging itself and so on,affordability,users;tracks
97,waist holder,using a combination of rigid and soft band to lower the center of mass while still maintain support,adjustability,use;waist
98,adjustable footpad,using gears in the center to make the side guard adjustable so that the footpad can fit different foot size,adjustability,use;waist
99,exocise,selectively use force against the user to strengthen muscles,control,user;muscles
100,decentralized battery group,put battery units all around the device to get a more even mass distribution,easy to use,device;mode
101,running inertia compensation,use springs to compensate for twist inertia of the users upper body when running,comfort,compensation;users
