index,Concept Name,Concpet Description,Human Label,Machine Label
31,ar for group work,ar glasses which can help make group work easier by pulling up and siplaying everyones schedule for open time and helping in feeling of being in a group even while working alone,ar display,time;glasses
32,tag,detect if tagged and where connect to stats,other,detect;sensory
33,emotigram,capture emotions through social media platform autogenerate custom ar filters based on emotional state,ar overlays,ar;sensors
34,pharm count: ar headset counters for pharmacies,ar used in pharmacies to prevent countring and incorrect identification errors using computer vision headset displays the pill being counted and current count ,ar overlays,ar;sensors
35,workout music,based on sensors change pace and intensity of music,audio,sensors;intensity
36,emotional music,based on sensors change sound profile and intensity of music,audio,sensors;intensity
37,handshakar,shake peoples hands with the stretchable electronic to exchange contact info,networking,handshakar
38,supersleeppillow,enhance and track sleep through sensors and displays,wellness,sensors;socks
39,firefighar: ar helmet for vitals on firefighters,ar helpemt with sensing to display hot spots personal vitals and o2 levels info also networked to captain outside ,ar overlays,patch;sensor
40,fish cluster identification,stretchable sensor put on a fish to track and detect clusters for fishing,food monitoring,sensors;sensor
41,stretchable tech for agriculture,sensors on plants vegetable leaves to track plant stats,food monitoring,sensors;sensor
42,stretchable display for clothing,a display which can stretch over clothing shirts pants jackets socks,fashion,stretchable display for clothing
43,large synced whiteboard,a whiteboard that shows the same display for multiple team members,utility devices,personal energy guru
44,automatic home temperature system using body temp sensors,a body temperature sensor attached to the user will communicate with the thermostat to maintain temperature that is just right for the user,temperature control,sensor;user
45,body thermostat,place flexible temperature sensor on your body that is networked to your home thermostat if you get too hot or too cold the thermostat will adjust to bring your body temp back to normal,temperature control,sensor;user
46,on wrist battery charging for wearables,a stretchable battery which will stick to your wrist and can charge a wearable such as an apple watch or a fitbit its like an additional battery pack,utility devices,wrist;neck
47,autoansys,real time stress analysis through augmented reality glasses,engineering analysis,time;glasses
48,super camping rope,show forces contained in the rope and also display knot instruction for tying,engineering analysis,display;rope
49,stretchable display on glasses,head mounted ar headsets are big expensive and mostly wired a stretchable display can stick to a users glass lens to convert them into ar glasses,ar display,bag;cart
50,prosthetic limb control using emg sensors,stretchable emg sensor to wirelessly control prosthetic limbs,health monitoring,sensors;socks
51,making airline seats comfortable,stretchable sensors in airline seats,health monitoring,sensors;socks
52,smart food film,a film that sensors food freshness to confirm if its still safe to eat,health monitoring,sensors;socks
53,uv analyze,stop getting sunburnt by having a display telling you if you are likely getting sunburnt,health monitoring,monitor;display
54,expiry monitor,display the days left on items that are close to expirey,health monitoring,monitor;display
55,holographic projection using ar for long distance communication,ar glasses which can project a person to make it seem like theyre right in front of the user feel like theyre physically talking to the person ,ar display,glasses;ar
56,ar x ray glasses,using ar glasses to either take xrays or evaluate xrays but superimposing them on patients,ar display,glasses;ar
57,board to pc using ar,ar glasses to convert things written on postits or pictures to text and storing them on docs or sheets,ar display,glasses;ar
58,ar planner,ar glasses with machine learning that learns how long it takes you to do a task and helps prioritize your day,ar display,glasses;ar
59,augmented jersey,when seen through ar it displays custom elements set by the user eg fantasy sports trophies,ar overlays,augmented jersey
60,pasteable stretch sensors,paste stretchsensors on anything to display stats eg temperature,ar display,patch;sensor
61,heart health monitoring,detecting artery blockage using stretchable sensors,health monitoring,monitoring;sensors
62,smart clothing,morphs to the measurements of whatever youre buying online,fashion,smart clothing
63,wristtv,flexible word on wristforearm that you can stream netflix or other tv shows to,wrist tv,wristtv
64,interactive packaging,get more info on product by interacting with package,stretch display,interactive packaging
65,food packaging,get recipes nutrition facts and deals on the packaging,stretch display,interactive packaging
66,skin id: ar and stretchable sensors into a display,use a combo of ar and flexible sensors to use your arm as a display for the sensor readings heart rate blood pressure etc,consuming content,sensors;sensor
67,huh that's interesting' assistant,detects when user is relacxed  not busy to prompt w intersting  relevant articles to read,assistant,sensor;user
68,led tattoos,tattoos which can be lit up using different colored leds need not be permanent tattoos,fashion,leds;glasses
69,bf measurement,continuously measure bf  through discrete sensors,health monitoring,sensors;intensity
70,stretchable tent display,show temperature and coordinates as well as if there is anyone outisde the tent,ar display,stretchable tent display
71,textanator,subtle way to type with a weable on your hand while walking,gesture control,textanator
72,zapp,stretchable technology that warns you if you havent submitted your homeworkassignment,wrist display,zapp
73,smart labels,contains information about the package that can be navigated,stretch display,smart labels
74,hand gesture recognition & control for phone; laptop & ar,small sensors emg which can stretch and cover finger tips to allow the user to control their ar device laptop and phone by waving their hand or using other gestures,gesture control,sensors;hand
75,invisimouse,instead of a computer mouse use emg sensors on the hand and forearm to control the computer,gesture control,sensors;hand
76,shower curtain,displays and sensors on curtain for temperature water level,ar display,sensors;socks
77,smart post it notes,the information written is automatically captured and recorded on a spreadsheet somewhere,utility devices,smart post it notes
78,strech sense,using sensors placed on the legs signals are sent to a device to tell how likely athletes are to cramp or if they need to stretch further to prevent injury,sports,sensors;sensor
79,smart bandaids,tell user when to replace and if the cutinjury is healing,health monitoring,smart bandaids
80,sugar sense: sensor based blood sugar monitor,wearableflexible electronic patch that senses blood sugar and blood pressure levels for diabetic patients without finger pricks,health,patch;sensor
81,earflix,the ultimate audio  sensory expereience with favorite show audio profile personalized  vibrations depending on scene,consuming content,detect;sensory
82,personal energy guru,an interactive arm display that shows current energy level and what to do about it ,monitoring,personal energy guru
83,bouncy balls,bouncy balls with sensors to track where they go their deflection and react to the bounces,other,sensors;sensor
84,vibe mic,use vibrational flexbile sensor on neck to push audio to phones and other devices no longer have to hold phone up to face,audio,sensors;sensor
85,flexi headphones,use flexible sensors and circuits to create bone conduction headphones that are invisible on the side of your head,audio,sensors;sensor
86,ez communicate: ar headset communication,ar glasses paired with phone to received also can take video calls on the go so you dont have to look down or hold your phone up ,communication,glasses;ar
87,helmet iq,stretchable sensors placed inside sports helmets or on the neck of athletes to gauge impact and accurately tell if they have a concussion,sports,wrist;neck
88,quick bac: bac patch to know if you can drive,flexiblewearable sensor to display bac via smartphone to user if over limit provides easy way to hail taxi instead of driving ,monitoring,patch;sensor
89,task control using stretchable tech,dpad or updownnext songpreviou song stretchable display on arm,gesture control,task control using stretchable tech
90,virtual steer,emg sensors used to track motion of arms which then replaces the steering wheel in cars,gesture control,sensors;sensor
91,mriar,mri scanning using ar,ar display,ar;sensors
92,real view: real estate ar,real estate and ar combined to give real estate agents the ability to show clients a fully furnished building could fit with heart rate sensor to tell how much a person likes the property,ar applications,heart;agents
93,nuink,music fesitval arm sleeve tattoo that changes color wiith music and helps keep track of friends while monitoring your health,monitoring,nuink
94,heart smart: elderly tracking for falls and emergencies,flexible patch for elderly living alone to know if they felll and then take heart rate blood pressure readings to know if they are having an emergency it so the police are informed ,health,heart;agents
95,smart socks,sensing for health and also automatically pair with the other one,fashion,sensors;socks
96,quick measure,emg sensor plased on both hands and fingers and can measure the distance between your hands or thumb and index finger accurately dont have to have a tape measure anymore,gesture control,wrist;neck
97,sky skulpting,ar  solidworks to sculptmake solid models with your hands,engineering analysis,sky skulpting
98,ez assembly,ar instructions on ikea parts or construction,engineering analysis,ez assembly
99,twister,stretchable display on your wrist twist to toggle between time display and other features eliminate smartwatches and activity trackers,wrist display,display;rope
