index,Concept Name,Concpet Description,Human Label,Machine Label
63,front and baxk doors,doors can be added to front and back of the car for cavs,New Vehicle Shapes/Forms,car;cars
64,style changing cars,can have standard interior and fit different exterioir to change the look and style of the car,New Vehicle Shapes/Forms,car;cars
65,redefine car shape,redifine the car shape by focusing on the function,New Vehicle Shapes/Forms,car;cars
66,world experience,get immersed into a different culture for a ride can make partnership with different tourism boards,Use Cases,ride;riders
67,just for you,completely personalize your riding experience to boost your good energy and vibes,Use Cases,ride;riders
68,v2i communication,vehicle to infrastructure communication to get info each othermaintenanceupdating city info,Infrastructure planning,ride;vehicle
69,social ride,music matching and exchange between riders,Interior Design,ride;riders
70,traffic jam assist,driving assist feature to drive the car in intense traffic situation to relieve the mental stress of the driver,Transition to Automated Vehicles,car;cars
71,commute management,a twohour window for commuting riders will be matched with a commute time within this window agreed upon by the company which recieves benefits from the city cheaper ride,Commute / peak management,ride;riders
72,high volune cav lane,cas can safely tailgate other cavs dedicate lanes for only cavs to do this,Safety & Health,cav;platforms
73,virtual reality trip,displays different vr experiences on windows to emulate a trip in another terrain or planet,Use Cases,ride;vehicle
74,modular interior design,the interior allows flexibility of uses to meet the expectations of a variety of users includes trap on the floor to open a table moveable chairs option to open or cover windows coffeetea box kids bo,Use Cases,ride;vehicle
75,cav city tours,a service for tourists to see attractive spots personalized tourist service where you select the places you want to see  stop,Use Cases,ride;vehicle
76,pick up & drop off points,pool riders gather in a 5minute perimeter from where they requested the ride they will be dropped within a  5 minutewalk from their final destination,Optimizing efficiency,ride;riders
77,late night cav ride service,fill the need late night for increased driver supply to match the high demand,Use Cases,cav;car
78,cav pitches dates,cavs can be used for elevator pitchesspeed dating or as a first round interviewproper first date for longer rides,Use Cases,cav;car
79,cavs w  bathrooms,buses have bathrooms why not  add them to cavs proposed for carpool communting,Interior Desgn ,buses;roads
80,driving movie theater,for ling road trips set up a cav as a home theater big screens popcorn etc,Use Cases,cav;platforms
81,vr amusement,an amusement car with vr glasses connected to bluetooth can make augmented reality experiences based on street views from the moving car,Kids,ride;vehicle
82,private cav rentals,private cav owners can lease out their vehicles when they are not in use so that they have a stream of revenue coming in,Pricing & Cost,cav;platforms
83,cav insurance write off program,increase incentve to purchase cavs due to the improved safety on the road,Pricing & Cost,cav;platforms
