index,Concept Name,Concpet Description,Human Label,Machine Label
78,disability accessable,the car has a slope so the disnables in wheelchair can board the car with the slope,comfort and convenience,car;cars
79,ar & autonomous vehicles,the augmented reality can show the chosen path of an autonomous vehicle helping the other interact with it,user interface,vehicle;vehicles
80,voice human machine interaction,autonomous vehicle driver can use voice to iteract with av and send command to av,user interface,vehicle;vehicles
81,avoiding traffic jam,the av must be able to recognize the traffic jam in the route and change route plan autonomously to avoid traffic jam,avoid traffic congestion ,avoiding traffic jam
82,multiple satellite positioning ,the car can combine the location signals from several satelite oistioning systems lile gps and beidou,localization and positioning ,car;cars
83,auto mapping ,the car identify and record some places and combine it to the map then it can localize itself later,localization and positioning ,car;cars
84,360 degrees chairs,given that the vehicle is autonomous the seats need not face front rotating seats allow for meetings discussions etc,comfort and convenience,vehicle;energy
85,sphere wheels ,the car is able to turn without actually turning the wheels the steering angle is 360 degrees,comfort and convenience,vehicle;energy
86,3d printing av,manufacture the autonomous vehicle by 3d printing technology,efficiency,vehicle;vehicles
87,intelligence report,the car can report emergency automatically,safety,car;prompt
88,ar windshield,the windshield with ar function enables the passengers to explore a world beyound reality,user interface,passengers;views
89,vr,the passengers will wear wear vr sets to experience an immersive riding thrill,user interface,passengers;views
90,gps; lidar and camera fusion,safety is one of the biggest concerns from potential users gps lidar and camera fusion enable the av to jave more accirate localization and positiong which enhances users safety,safety,user;malfunction
91,mobile sleeping capsule,passengers can lay down and take a nap while their av to their destination,comfort and convenience,passengers;views
92,chageable window views ,instead of lookubg through the window passengers is able to change their views to other possible location,comfort and convenience,passengers;views
93,mobile theater,passengers are able to enjoy their video on this massive screen while the av driving them to their desination ,comfort and convenience,passengers;views
94,adjustable seat layout,passengers can change the seat layout without the consideration of driving,comfort and convenience,passengers;views
95,rotatable seats,passengers can rotate their seats to enjoy the front side or back views and to use the center table for work,comfort and convenience,passengers;views
96,alcohol reading for manual driving,the car will read the alcohol level of the driver if the driver wants to switch to manual mode,safety,car;user
97,user owner face recognition,the car can identify the user by using face recognition based on stored pictures not limited to 1 person,safety,car;user
98,charging facilities connection,the car knows the location for every charging facilities it will warn the user if the destination does not have any charging facilities nearby that reachable with the remaining fuel,safety,car;user
99,self diagnosed,the car diagnosed itself on daily basis if something wrong is detected the car warns the user through the phone to check some specific parts of the car,safety,car;user
100,pedestrain indicator,cars can recieve the cell phone signals from pedestrains who are about to cross the road and slow down accordingly,safety,cars;traffic
