index,Concept Name,Concpet Description,Human Label,Machine Label
51,tension brace,rotational knob adjusts tension on cables running in all directions through vest to put pressure where necessary,actuated dynamic brace,brace;force
52,many linear actuators,spread the actuation between dozens of actuators throughout brace rings as anchors,actuated dynamic brace,brace;force
53,strain gauge,measure deformation of brace through strain have a tuned spring for a brace,actuated dynamic brace,brace;force
54,muscle stimulation,avoid atrophy apply a load to user with their own muscle,implantable/ surgical intervention ,muscle;shaft
55,backpack,the parent straps on a backpack and the child goes in it sideways small weights are attached to the kid to provide corrective forces needs to get worn once a day,,forces;pads
56,magnetobelt,a magnet is implanted at the area of curvature and an external belt with a magnet can be warn to pull spine in correct direction,implantable/ surgical intervention,curvature;spine
57,spinal anchoring,anchor spine above and below curvature so that when the child grows the curvature doesnt worsten ,implantable/ surgical intervention,curvature;spine
58,shirt brace,designed like a fitted tshirt the brace looks like any other article of clothing,external treatment device,brace;body
59,air vest,provides force with foam pads that inflate and deflate monitors force and progress of treatment,actuated dynamic brace,force;air
60,bioinspired,place linear actuators inline with muscles to add natural support,correct position guarantee,muscle;shaft
61,expanding and contracting bladders,similar to bendable robot fingers,correct position guarantee,muscle;shaft
62,tens unit brace,muscular stimulator removable by straps elastic adjustability gauges frequency of use,external treatment device,brace;force
63,mars suit constricting tensioning cables ,use cables like mars suit that constrict when a certain position is needed,actuated dynamic brace,mars;layer
64,mulitple layer mars suit,each layer serves a different function one layer for climate control for example,actuated dynamic brace,mars;layer
65,hinged cast,children in casts are unable to bathe but require the support of a rigid cast applying hinges latches allow it to be removed,rigid brace variations ,curvature;spine
66,lifevest,a vest that is decomposed into many small inflatable sections the regions that are inflated provide the necessary forces,actuated dynamic brace,forces;pads
67,spinoscope,an implantable spinal gyroscope is implanted at the points of curvature on the spine to detect when the angle is greater than an acceptable spinal angle,implantable/ surgical intervention ,curvature;spine
68,roller for tighten,by rotating a bar on the roller parents doctors easily adjust the forces applied,rigid brace variations,forces;pads
69,exo skeleton back ,exo skeleton back brace with bolt positions for custom brace sections,rigid brace variations ,brace
70,airbag vest,3 rings go around the chest and they are integrated on vest that the child wears attached to the rings are slots where air bags can inflate and apply loads,actuated dynamic brace,muscle;shaft
71,spring vest,3 rings go around the chest but they are connected by springs the springs can be in tension or in compression to adjust forces on the body and can be adjusted using a turnebuckle,actuated dynamic brace,muscle;shaft
72,jack vest,3 rings go around the chest the rings have slots where mechanical jacks can be put in where needed to apply the necessary forces at the output of the shaft for the jack is a large pad same forces over larger area  less pressure and more comfort,actuated dynamic brace,muscle;shaft
73,rubberband vest,3 rings go around the chest and they are connected by stiff elastomers the tension in the rubber bands provides the necessary forces and bending moments a turnebuckle can be used to adjust the tension,actuated dynamic brace,muscle;shaft
74,mechatronic brace,3 rings go around the chest and they have slots where motors can be put in at various locations at the output of the motor shaft is a pad feedback from the motor can let the user know exactly what forces are being applied,actuated dynamic brace,muscle;shaft
75,cyclic loading,stretching soft tissue revocery stretch again small increments of stretch instead of one large displacement,actuated dynamic brace,muscle;shaft
76,cotton contact,a layer of cotton on the inersurface of the brace helps keep kids warm in winter also cotton is soft and gentle for kids skinit could be removed if it needs cleaning or is no longer necessary,modular brace w/ multiple components,brace;force
77,ratcheting modular brace,rigid belt around area of curvature adjustable expandable fabric brace that attaches,modular brace w/ multiple components,brace;force
78,modular magnetic brace,patient only needs to wear part of the brace affecting their spinal curvature,modular brace w/ multiple components,brace;force
79,pivot point,most simplified range of motion one degree of freedom,actuated dynamic brace,curve;motion
80,modular brace,the brace are made of modular parts which are designed to match various body size,modular brace w/ multiple components,brace;body
