index,Concept Name,Concpet Description,Human Label,Machine Label
16,cotton contact,a layer of cotton on the inersurface of the brace helps keep kids warm in winter also cotton is soft and gentle for kids skinit could be removed if it needs cleaning or is no longer necessary,|Modular Brace w/ Multiple Components(MODBRACE: MODULAR; MODIFIABLE; MODERN)|,brace;force
17,ratcheting modular brace,rigid belt around area of curvature adjustable expandable fabric brace that attaches,|Modular Brace w/ Multiple Components(MODBRACE: MODULAR; MODIFIABLE; MODERN)|,brace;force
18,modular magnetic brace,patient only needs to wear part of the brace affecting their spinal curvature,|Modular Brace w/ Multiple Components(MODBRACE: MODULAR; MODIFIABLE; MODERN)|,brace;force
19,stretch machine,the robotic machine provides the same twisting and stretching done during the manipulation of the spine during edf casting much lower forces can be used and the patient can stretch once a day for an hour,|External Treatment Device(SUPPLEMENTAL SPINAL SUPPORT)|,muscle;loads
20,bed with rollers,this is a bed that applies loads overnight 3 foam rollers attached to lead screws to adjust force get pushed up against the child as they sleep on their back,|External Treatment Device(SUPPLEMENTAL SPINAL SUPPORT)|,muscle;loads
21,pulleys along muscle direction. batons. tensegrity.,cloth with anchor points wind surfing sail anchor points,|External Treatment Device(SUPPLEMENTAL SPINAL SUPPORT)|,muscle;loads
22,breathable cast,similar to a cast but made from a breathable material,Rigid Brace Variations (SECURESPINE),
23,cloud,data coming from sensors are tranferred to cloud for storage and monitoring,|Treatment Communication/ Community Building(BACKBONE OF SOCIETY)|,muscle;loads
24,pediatric scoliosis module,physician education program to teach pediatricians how best to detect scoliosis and to support families of children with eos,|Treatment Communication/ Community Building(BACKBONE OF SOCIETY)|,muscle;loads
25,scoliosis play group,children with scoliosis are often limited in their mobility due to casting or other treatments enabling children to play with other kids like them would help them to not feel left out becaues of their condition,|Treatment Communication/ Community Building(BACKBONE OF SOCIETY)|,muscle;loads
26,scoliosis support group,part of what makes eos so difficult to manage is a lack of resources a support group would enable parents to share experiences  tips  info,|Treatment Communication/ Community Building(BACKBONE OF SOCIETY)|,muscle;loads
27,gravity bed,child sleeps on a bed tilted at a slight angle a couple weights are attached to child and hang off the bed providing corrective forces overnight,|External Treatment Device(SUPPLEMENTAL SPINAL SUPPORT)|,forces;force
28,wheelchair with bands,child sits in a wheelchair with 3 elastic bands that wrap around them to provide necessary forces,|External Treatment Device(SUPPLEMENTAL SPINAL SUPPORT)|,forces;force
29,padded wheelchair,child sits in a wheelchair and 3 pads come in driven by lead screws to provide necessary forces,|External Treatment Device(SUPPLEMENTAL SPINAL SUPPORT)|,forces;force
30,craddle,the chile get puts asleep in a craddle when the craddle rocks weights get released to provide corective forces this can cycle throughout the night,|External Treatment Device(SUPPLEMENTAL SPINAL SUPPORT)|,forces;force
31,bed with stretch bands,patient lies in bed with 3 stretch bands that wrap around them as they sleep tension from the bands apply forces pads should be placed where contact is made with the body,|External Treatment Device(SUPPLEMENTAL SPINAL SUPPORT)|,forces;force
32,beds with air pads,bed equipped with air pads on both sides slightly inflated the pads to ensure kid sleep in the suitable position gentally increase the inflation degree when kids are asleep for larger corrective force,|External Treatment Device(SUPPLEMENTAL SPINAL SUPPORT)|,forces;force
33,air pads,air pads apply larger force when theyre inflated,|External Treatment Device(SUPPLEMENTAL SPINAL SUPPORT)|,forces;force
34,scoliosis swing,a novel way to put pressure on the spine the childs harness for the swing is made specifically to put pressure on the spine when swinging motion occurs otherwise used the same way as a baby swing,|External Treatment Device(SUPPLEMENTAL SPINAL SUPPORT)|,forces;force
35,hinged cast,children in casts are unable to bathe but require the support of a rigid cast applying hinges latches allow it to be removed,Rigid Brace Variations (SECURESPINE),muscle;loads
36,pressure sensors,sensors attached to inner surface of the brace which could detect pressure temperature and force,Actuated Dynamic Brace (CAST-AWAY BRACE),brace;force
37,pressure sensor sheet,use pressure sensor sheets to adjust a brace manually keep constant pressure ,Actuated Dynamic Brace (CAST-AWAY BRACE),brace;force
38,smartbrace,brace only applies force when necessary brace can detect when spinal curvature needs to be improved and applies appropriate pressure,Actuated Dynamic Brace (CAST-AWAY BRACE),brace;force
39,dynamic elastic brace,intended to prevent young children from casting this brace would provide pressure on the spine only when necessary by utilizing force sensors ,Actuated Dynamic Brace (CAST-AWAY BRACE),brace;force
40,chair with brace,we put on and take off clothes throughout the day what if you had different braces throughout the day,Actuated Dynamic Brace (CAST-AWAY BRACE),brace;force
41,two halves of a cast,how might we actuate an existing brace,Actuated Dynamic Brace (CAST-AWAY BRACE),brace;force
42,spring ,when kids are inside the brace the brace expands which makes springs elongate and apply traction force,Actuated Dynamic Brace (CAST-AWAY BRACE),brace;force
43,air brace w  force sensors,when the force sensors detect that there is too much force in once area due to spinal curvature they inflate the appropriate air pads on the brace,Actuated Dynamic Brace (CAST-AWAY BRACE),brace;force
44,magnetic brace,magnets on either side of the brace inserted in pockets in vest create force on spine to straighten curvature,Actuated Dynamic Brace (CAST-AWAY BRACE),brace;force
45,dynamic ratcheting brace,brace senses when force needs to be applied and tells you when you can take it off data sent to the cloud and recieved via bluetooth to mobile device,Actuated Dynamic Brace (CAST-AWAY BRACE),brace;force
46,tension brace,rotational knob adjusts tension on cables running in all directions through vest to put pressure where necessary,Actuated Dynamic Brace (CAST-AWAY BRACE),brace;force
47,many linear actuators,spread the actuation between dozens of actuators throughout brace rings as anchors,Actuated Dynamic Brace (CAST-AWAY BRACE),brace;force
48,strain gauge,measure deformation of brace through strain have a tuned spring for a brace,Actuated Dynamic Brace (CAST-AWAY BRACE),brace;force
49,bioinspired,place linear actuators inline with muscles to add natural support,|Correct Position Guarantee(ADJUST YOU MUST)|,muscle;loads
50,expanding and contracting bladders,similar to bendable robot fingers,|Correct Position Guarantee(ADJUST YOU MUST)|,muscle;loads
51,soft band,soft bands are designed with various length and theyre adjustable it allows patients to have the maximum mobility,|Modular Brace w/ Multiple Components(MODBRACE: MODULAR; MODIFIABLE; MODERN)|,muscle;loads
52,tensegrity,tensile elements outside curve stiff elements inside curve pivots about a center point,|Modular Brace w/ Multiple Components(MODBRACE: MODULAR; MODIFIABLE; MODERN)|,muscle;loads
53,flexible straps,straps are flexible to adjust the lengh and therefore strength loose the strap every a few months to leave space for muscle growth,|Modular Brace w/ Multiple Components(MODBRACE: MODULAR; MODIFIABLE; MODERN)|,muscle;loads
54,spring suit,two half bands go around upper and lower torso spring loaded mechanism with pad at output applies loads at necessary points,|Modular Brace w/ Multiple Components(MODBRACE: MODULAR; MODIFIABLE; MODERN)|,muscle;loads
55,shirt brace,designed like a fitted tshirt the brace looks like any other article of clothing,|External Treatment Device(SUPPLEMENTAL SPINAL SUPPORT)|,brace;force
56,tens unit brace,muscular stimulator removable by straps elastic adjustability gauges frequency of use,|External Treatment Device(SUPPLEMENTAL SPINAL SUPPORT)|,brace;force
57,lifevest,a vest that is decomposed into many small inflatable sections the regions that are inflated provide the necessary forces,Actuated Dynamic Brace (CAST-AWAY BRACE),forces;force
58,air vest,provides force with foam pads that inflate and deflate monitors force and progress of treatment,Actuated Dynamic Brace (CAST-AWAY BRACE),forces;force
59,3d tracking of spine,implanted markers in the spine can be tracked by the brace fit of brace as well as progresion of treatment can therefore be documented,|Implantable/ Surgical Intervention (SURGISPINE SOLUTIONS)|,brace;force
60,roller for tighten,by rotating a bar on the roller parents doctors easily adjust the forces applied,Rigid Brace Variations (SECURESPINE),forces;force
61,turnbuckle,a turnbuckle is hooked with oneside on upper side and another on lower side it forces the concave curvature to go straight,Rigid Brace Variations (SECURESPINE),forces;force
62,elastic bands,elastic bands with different youngs modulus generate forces of various magnitude,Rigid Brace Variations (SECURESPINE),forces;force
63,motor,motor generates power and then applies corrective force,Rigid Brace Variations (SECURESPINE),forces;force
64,foam padded rigid brace,a rigid brace is made by either thermoforming or 3d printing and in the inside there are compressibe foam pads that provide corrective forces at 35 locations,Rigid Brace Variations (SECURESPINE),forces;force
65,fixed pelvic griddle,fixed gridle sits on patients pelvic combined with other components for derotation force,Rigid Brace Variations (SECURESPINE),forces;force
66,shoulder pad,shoulder pad has a ringoshape covering the shoulders upper part of chest and back it is used together with elastic bands for force generation,Rigid Brace Variations (SECURESPINE),forces;force
67,data tracking brace,communicate activity level brace angle time spent in brace to the doctor patient and parent like a smart watch,|Treatment Communication/ Community Building(BACKBONE OF SOCIETY)|,brace;force
68,stimulation device,an electrical device that zaps you to periodically stimulate muscle movement in the right direction to provide active forces,,muscle;loads
69,pneumatico,half bands go around upper mid and lower torso pneumatic pistons push on them to apply loads,,muscle;loads
70,geared vest,rings go around upper mid and lower torso a geared mechanism is attached to the rings as the gear is rotated it pushes or pulls on the bands,,muscle;loads
71,airbag vest,3 rings go around the chest and they are integrated on vest that the child wears attached to the rings are slots where air bags can inflate and apply loads,Actuated Dynamic Brace (CAST-AWAY BRACE),muscle;loads
72,spring vest,3 rings go around the chest but they are connected by springs the springs can be in tension or in compression to adjust forces on the body and can be adjusted using a turnebuckle,Actuated Dynamic Brace (CAST-AWAY BRACE),muscle;loads
73,jack vest,3 rings go around the chest the rings have slots where mechanical jacks can be put in where needed to apply the necessary forces at the output of the shaft for the jack is a large pad same forces over larger area  less pressure and more comfort,Actuated Dynamic Brace (CAST-AWAY BRACE),muscle;loads
74,rubberband vest,3 rings go around the chest and they are connected by stiff elastomers the tension in the rubber bands provides the necessary forces and bending moments a turnebuckle can be used to adjust the tension,Actuated Dynamic Brace (CAST-AWAY BRACE),muscle;loads
75,mechatronic brace,3 rings go around the chest and they have slots where motors can be put in at various locations at the output of the motor shaft is a pad feedback from the motor can let the user know exactly what forces are being applied,Actuated Dynamic Brace (CAST-AWAY BRACE),muscle;loads
76,mars suit constricting tensioning cables ,use cables like mars suit that constrict when a certain position is needed,Actuated Dynamic Brace (CAST-AWAY BRACE),muscle;loads
77,mulitple layer mars suit,each layer serves a different function one layer for climate control for example,Actuated Dynamic Brace (CAST-AWAY BRACE),muscle;loads
78,cyclic loading,stretching soft tissue revocery stretch again small increments of stretch instead of one large displacement,Actuated Dynamic Brace (CAST-AWAY BRACE),muscle;loads
79,pivot point,most simplified range of motion one degree of freedom,Actuated Dynamic Brace (CAST-AWAY BRACE),muscle;loads
80,spinal column applying torsion and extension,apply torsion and distraction along a spinal column,Actuated Dynamic Brace (CAST-AWAY BRACE),muscle;loads
