index,Concept Name,Concpet Description,Human Label,Machine Label
29,gripping gloves,glove had hookes that can grab into walls to help rock climbing,casin things,gloves
30,3 finger design,this glove looks into using a three finger approach to usability basically just using metal layers to constrict and grip,Would You look at that,
31,button on gloves,buttons and grab items like rows ,internet with controls,button;buttons
32,button gloves,magnetic suspension control get your personal item in a short distance,internet with controls,button;buttons
33,capped fingers,padded cap that can removed from finger tips to allow for typing,Touch,
34,lobster gloves,claw like extension for the hand that has auto rotate feature on it this way user doesnt have to touch anything claw feature is good for grip ,Got it,gloves;grip
35,gecko hands,these hands follows the patterns of an anphibian above all these hands have a focus to grip and holding items,material,
36,sepcial watch in gloves,design for space and mars entertainment it has three dials can read the earth time and flight time also can used for record the mars time keep astranaut in a regular time,There's an app for that,
37,pulse detection,glove can sense users pulse and can be used to check another persons pulse,Can you feel it?,
38,writing gloves,write and draw with your gloves sensor embeded and connect information into computer,internet with controls,
39,bullet gloves,just like a gun,Safety,gloves
40,net mach 2,net grenade ball shoots out of glove for better range then explode into a net,casin things,
41,charger,glove is capable of charging things wirelessly,there's an app for that,
42,nuclear item gloves,gloves has nonescule nuclear reach built into it,Energy Basic,gloves
43,storage for quick food,in space youll need some quick eenergy probably act as a food stroage device,casin things,
44,pressuried glove,glove has two layers removable pressure layer basic hlove bladder valve for pressure control,material,
45,fish bowl hands,these hands are fully fully exempt from the outside environmnet sensors on the hand copy the signal over to a ste of robotic actuatorsoutside of the hands ,Would You look at that,
46,eva 2.0,these gloves follows the designs of current eva gloves however the bottom side mechanical components are added these metal inserts also serve as metal inserts ,Got it,
47,kinegtetic entry,gloves gains energy through kinegteetic energy like mechanical withers,Energy Basic,energy
48,solar gloves,gather and transfer the solar energy to electricityprovided for the emergency lighting,Energy Basic,energy
49,feeler gloves,gloves have sensors on finger tips to enhance user feel of objects,Sensor,
50,frog hands,borows many concepts from frog hands the stretchability of the flaps between the fingers enable more use for the hands also the user should be more easily able to put on gloves and take them off ,material,
51,grip assist,mechatronic fingers go around your fingers to aid in gripping,iron Man Glove,fingers
52,anti skid gloves,gloves should be antiskid astronaut would conduct scientic research in mars which is required gloves can be a part of toolkit used for project handling slippery things well,Got it?,
53,massage gloves,serves in glove massge pombs in hard to ease emotions,Enhance comfort,glove;massage
54,massage gloves 3.0,glove vibrate but vibration massages a wave alang the gloves,Enhance comfort,glove;massage
55,projecter glove,gloves project images or information,intersurfaces,gloves
56,water gloves,for playing in the beach control the water outlet,Safety,
57,flexible boxing gloves,this design follows a mitten  like feature this is to allow the hands easier access into the mits furthermore the user can choose how many fingers they want to put in ,Would You look at that,
58,hook gloves,gloves has attreactable hook to dig into hooks a drey items,casin things,gloves
59,tool storage gloves,these gloves hold your tools,casin things,gloves
60,soud paper gloves,end paper is attached to side of gloves to clean things,casin things,
61,flashlight,flashlight on glove lets you see waht youre working on,There's an app for that,
62,plant slot glove,glove has a slot to insert a touch screen phone or flexible screen screen is removable,intersurfaces,
63,touch screen fingers,the fingers of the gloves can use touch screens,Better than the Iphone,
64,heater,the outside of the glove has a heater to warm up other things astronaut could melt ice buildup or warm a sample,There's an app for that,
65,good dexterity gloves with wrist bearings,wrist bearing in the gloves provide a high confidence level in the successful implementaion of the designs the bearing meet the required high limets with margin to spare while presenting a smooth profile on their inner surface,Lock N Load,
66,screen gloves,have a screen can show cabin or external entertainments,intersurfaces,
67,air brush,pressurised air can be released to help clean dust off stoff,Clean Things,
68,dust collector gloves,collect the dust just by gloves easily,Clean Things,gloves
69,padded glove,padding is distributed on gloves palms and fingers to allow for best protection,Grip,gloves;grip
70,mechatronic glove,mechatronic device can snap on to a  users glove when needed,There's an app for that,
71,fun gloves,gloves wrist this deployable proellors to emerge a small fun,Clean Things,gloves
72,net disperse,gloves has a net that can be shot out of it to a specific items,casin things,gloves
73,muynetic gloves,gloves has muyncliss built into help every large objectives,casin things,gloves
74,air bag,gloves inflates during a fall to prevent wrist spoail,Safety,
75,high temperature resistance of gloves,gloves work in mars hence it may withsatnd different temperature our gloves should work well in high temperature even exposed directly to the sun,material,
76,ruberized tensor hands,these gloves are meant to go underneath the protective gloves the rubber and the flexible electronics are protected being in the middle layer and helps with movement,Got it,gloves;rubber
77,name a concept you created,a short written repesentaton of your productservice concept,Add a name of created cluster that you added a concept into.,
78,wii gloves,special motions activate things,internet with controls,
79,picture glove,glove has a compartment on back of palm to store notes or a picture,Touch,
80,temperature controlled gloves,gloves in mars suit should protect astronauts hand in entertainment with an accurate temperature temperature can be controlled by special materials or special temperature regulations,Hot stuff,gloves;mars
81,rover gloves,the gloves as remote controller or your rover that way you never lose your vehiclelike a tesla car key,Safety,gloves;caffeine
