index,Concept Name,Concpet Description,Human Label,Machine Label
48,eeg controlled ui,users are able to communicate with their cars with brainwave extremely helpful for disabled passengers,User Interface,vehicle;passengers
49,multiple satellite positioning ,the car can combine the location signals from several satelite oistioning systems lile gps and beidou,Localization and Positioning ,car;user
50,sticker localization,the can recognizes specific stickers put on the streets the sticker acts like a qr code which gives the global location the car then calculate its position relative to the sticker,Localization and Positioning ,car;user
51,auto mapping ,the car identify and record some places and combine it to the map then it can localize itself later,Localization and Positioning ,car;user
52,rc   autonomous,the user should have the ability to call the vehicle from miles away using his phone,Remote Control,vehicle;passengers
53,auto car wash,the car can be set up to go to car wash by itself,Remote Control,car;user
54,refuel or charge by iteslf,the car can go and refuel or recharge itself during unoccupied timeor by order,Remote Control,car;user
55,auto pick up and park,the car can pick up passengers by their order and can park itself,Remote Control,car;user
56,portable car,the car parts can be detached and can be put into a suit case to be carried around,Efficiency,car;user
57,detachable car,the body parts of the car can be made easily detachable so that the user can plug and play with certain components,Efficiency,car;user
58,solar car,the car can use solar panels to power certain components to make the car more energy efficient,Efficiency,car;user
59,remote control,user can use cell phone to control av remotely including selfparking and call the av from parking lot,Remote Control,user;users
60,user locator app,the user can pin point the pick up location and his av will revieve the request and drive to the pick up point,Remote Control,user;users
61,3d printing av,manufacture the autonomous vehicle by 3d printing technology,Efficiency,vehicle;passengers
62,solar panel on the top,the solar panel on the top can collect solar energy and store it in the battery,Efficiency,vehicle;passengers
63,a full view for passenger,the car has a transparent car cabin,Comfort and Convenience,car;user
64,stargazing roof mode,the roof of the car will open wider for user to stargaze the night it can also use a transparent glass mode instead of fully open,Comfort and Convenience,car;user
65,umberlla dispatch,the car can dispatch umberlla from its side when it is raining if the user wants to get out of the car,Comfort and Convenience,car;user
66,cold beverage storage,the car can have a mini storage for cold drinks,Comfort and Convenience,car;user
67,preset "theme",the car has different settings saved for each user and the user can activate it by phone for example nancy likes the temperature in the car to be 75 while matt likes it at 72,Comfort and Convenience,car;user
68,3d projected car body,the car can change its exterior look depending on users preference,Comfort and Convenience,car;user
69,auto following,for a motorcade the car can follow the car in front of it automatically,Comfort and Convenience,car;user
70,self cleaning,the car can wash and clean itself,Comfort and Convenience,car;user
71,self diagnose,the car can find and locate some small problems of  itself,Comfort and Convenience,car;user
72,flying cars,the car can fly to avoid traffic jam,Comfort and Convenience,car;user
73,disability accessable,the car has a slope so the disnables in wheelchair can board the car with the slope,Comfort and Convenience,car;user
74,car seat earphones,each car seats head rest can have an extension that fits into the users ears and plays their select music,Comfort and Convenience,car;user
75,car seats with storage area,car seats can be designed to have hidden storage areas under them to protect against theft,Comfort and Convenience,car;user
76,auto vaccum,the car can have vaccum cleaners attached above the carpets and under the seats to have autocleaning function,Comfort and Convenience,car;user
77,massage armchair,users can have a massage in the car,Comfort and Convenience,car;user
78,auto rerouting ,cars can recive the traffic report from other cars automatically if a congestion is about to happen the system will automatically reroute the approaching cars,Avoid Traffic Congestion ,vehicle;passengers
79,traffic light data sharing,the car interacts with traffic lights around the city the traffic lights have sensors to detect heavy traffic or road construction then the car recalculate the optimal route,Avoid Traffic Congestion ,vehicle;passengers
80,avoiding traffic jam,the av must be able to recognize the traffic jam in the route and change route plan autonomously to avoid traffic jam,Avoid Traffic Congestion ,vehicle;passengers
81,connected grid,all autonomous cars are connected so the traffic flow is optimized by themselves instead of traffic lights,Avoid Traffic Congestion ,vehicle;passengers
82,autonomous vehicle lane,having a separate lane for autonomous vehicles like the carpool lane,Avoid Traffic Congestion ,vehicle;passengers
83,connected autonomous vehicles,this is away to physically have two vehicles at random connect together based on a common path theyre taking to improve energy efficiency,Avoid Traffic Congestion ,vehicle;passengers
84,sleep mode,avs window would block all the outside light vehicle would wake user up when the vehicle arrive destination,Comfort and Convenience,vehicle;passengers
85,mobile sleeping capsule,passengers can lay down and take a nap while their av to their destination,Comfort and Convenience,vehicle;passengers
86,chageable window views ,instead of lookubg through the window passengers is able to change their views to other possible location,Comfort and Convenience,vehicle;passengers
87,mobile theater,passengers are able to enjoy their video on this massive screen while the av driving them to their desination ,Comfort and Convenience,vehicle;passengers
88,sleeping pod,the sleeping pod will help the user to relax since driving and effort is not required,Comfort and Convenience,vehicle;passengers
89,360 degrees chairs,given that the vehicle is autonomous the seats need not face front rotating seats allow for meetings discussions etc,Comfort and Convenience,vehicle;passengers
90,wind shield projector,the windshield has the option of being used as a screen to see movies or presentations,Comfort and Convenience,vehicle;passengers
91,adjustable seat layout,passengers can change the seat layout without the consideration of driving,Comfort and Convenience,vehicle;passengers
92,rotatable seats,passengers can rotate their seats to enjoy the front side or back views and to use the center table for work,Comfort and Convenience,vehicle;passengers
93,human power mode,user can generate power by pedaling when the vehicle runs out of energy this can be a back up generator ,Comfort and Convenience,vehicle;passengers
94,sphere wheels ,the car is able to turn without actually turning the wheels the steering angle is 360 degrees,Comfort and Convenience,vehicle;passengers
95,modularity cars,the owner can replace modules of the cars to fix them or get new features,Comfort and Convenience,vehicle;passengers
96,rising footrest,the floor holding the gas and brake pedals can rise up to be a footrest during autonomous functions,Comfort and Convenience,vehicle;passengers
97,brain vehicle link,user can command the vehicle with brain wave and helmet,Comfort and Convenience,vehicle;passengers
98,hidden steering wheel,the steering wheel will come out from from the dashboard only when the autonomous function is disabled,Comfort and Convenience,vehicle;passengers
99,transformers,the vehicle can transforms into robotics and get across obstacles,Comfort and Convenience,vehicle;passengers
100,narrow car,reducing the width of the car to have just one column of seats,Avoid Traffic Congestion ,car;user
