index,Concept Name,Concpet Description,Human Label,Machine Label
53,temperature control,temperature of printing enviroment can be controlled for special purpose,function,printing;printer
54,customized material mixer,user can customize theri material according to theri special need at the moment of printing,function,printing;printer
55,auto polishing,after printing can auto polish the surface to have a nicer look,function,printing;printer
56,automated internal support,automate simulation and add internal support to make the part stronger,function,printing;printer
57,insert printing,can print around an existing object to make a fit,function,printing;printer
58,scan for duplication,able to scan an existing object and duplicate,function,printing;printer
59,faster printer,printer speed is much faster thn current ones,function,printing;printer
60,no size limitation,the printer can be easily set up for large printing job,function,printing;printer
61,hologram display,can be a hologram display to show the 3d geometry before printing,function,printing;printer
62,brain wave printing,can read the signal from brain as a person think how things will look like and print,function,printing;printer
63,communicating robot,blend in with amazon echo to become a intelligent robot,function,printing;printer
64,post processing ability,can modifycut drill hole etc the product after it has been printed,function,printing;printer
65,draw on screen to 3d print,just draw on a computer screen and printer prints it no 3d rendering like cad needed,function,printing;printer
66,cleans of excess 3d material on object,residue material is cleaned off automatically from object and machine,function,printing;printer
67,speed up process of 3d printing,printing takes hours so multiple nozzles should decrease the time ,function,printing;printer
68,portable 3d printer,a portable 3d printer that can be stored in a suitcase when unused,function,printing;printer
69,wireless 3d printer,receive signals wirelessly from other devices such as phones and tablets,function,printing;printer
70,"print first, sculpture next",print out a rough shape first and mill off parts by switching tools,function,printing;printer
71,multi function software,a software that is able to open all sorts of 3d model files and convert to slicer,function,printing;printer
72,editing 3d model in vr,construct 3d model in virtual reality with goggle headsets and controllers,function,printing;printer
73,handy 3d printer,print on any surface just by attaching the printer to the surface,function,printing;printer
74,better user interface,a more user friendly ui with touch screens and clear functions,function,printing;printer
75,fast heat nozzle,for now 3d printing takes long time to warmup this nozzle can warmup pretty fast,function,printing;printer
76,one  step solution,our 3d printing machie can do several different functions in one machine for example step 1 printing step 2polishing step 3 welding,function,printing;printer
77,gradation material,change the ratio of the materials during printing process can control the material property its something hard for traditional material,function,printing;printer
78,multi nozzles machine,there are multinozzles in one machine to print different parts with different materials at the same time,function,printing;printer
79,3d printer pen,a pen that heats up filament and extrudes the material into shapes,new form,printing;printer
80,3d printing material recycle code,for now there isnt any recycle policy for pla and other 3d printing material it is good to build up a rule which everyone can follow like what we did to recycle trash,policy,printing;printer
