index,Concept Name,Concpet Description,Human Label,Machine Label
64,timer/gas sensor,the sensor is in the shape of timer watch can be operated by several bottoms and show the result,independent device/watch and clock,sensor;gas
65,air quality in car,a device that can be pluged in to the 12 v power in the car to detect the air quality inside the car,independent device,manual power generatot
66,ac assistant,a system with several das sensor around the room to detect the air quality and adjust the ac,auto-multifunction,air;detection
67,window opener,a decive that detect hte air flow throught the window and openclose the windowopen for fresh air close for polluted air,auto-multifunction,air;detection
68,adjustable gas sensor ,probe bar is adjustable so that it can reach out a a specific space full of some gases without coming into that space,independent device,sensor;gas
69,viewing screen,the viewing screen occupies the whole surface of the gas sensor,independent device,sensor;gas
70,vase gas sensor,this gas has a vase exterior every branch is attached to the control board to sense the gas,independent device,sensor;gas
71,night sensor,record the gas exhausted during sleeping,independent device,sensor;gas
72,solar energy powered,the sensor can be powered by solar energy,special features,sensor;gas
73,sticker,make the gas sensor can be attached to wall ,special features,sensor;gas
74,mobile phone patch,gas sensor is a slice which can be attached to the backside of the phone,special features,sensor;gas
75,magnetic gas sensor,the magnetic gas sensor with charge port can be attached on the door of refrigerator and many other appliances,special features,sensor;gas
76,nose gas sensor,the gas sensor can be placed inside nose ,special features,sensor;gas
77,workout assistant,a device that analyzes the breathe and monitor the heart lung function with other data ,smart device interactive,device;function
78,sensitive rose gas sensor,apply attracting rose like appearance to increase contact area app in mobile devices display the result,smart device interactive,sensor;air
79,110v bluetooth home use sensor,110v ac charge connect to smart devices through bluetooth app in mobile device dasplay the result,smart device interactive,sensor;air
80,air monitor,a device that contains gas sensor to detect indoor air quality and communicates with smart device like phones,smart device interactive,sensor;air
81,in car gas sensor,this gas sensor can be plug into a car using cars power monitor air quality in the car and send data to smartphone,smart device interactive,sensor;air
82,plug in sensor i,this is like a back up battery for a phone which can plug on the phone and using smartphones power and send data to app,smart device interactive,sensor;air
83,plug in sensor ii,small sensor to plug into smartphone and interact with smartphones,smart device interactive,sensor;air
84,bottle gas sensor,the sensor was designed on the cap of a water bottle since people bring water bottle around it can monitor the air condition and transfer data to smartphones,smart device interactive,sensor;air
85,lamp in built gas sensor,the sensor is built into a desk lamp and monitor the air condition if needed send data onto the smartphone,smart device interactive,sensor;air
86,built into fire alarm,the sensor is built into fire alarm monitor the air quality well not using for fire smokes,smart device interactive,sensor;air
87,window screen gas sensor,mounted on the screen window and monitor the air goes in and out,smart device interactive,sensor;air
88,monitor brightness varies,a monitor whose brightness varies with light,special features,device;function
89,smart air filter,an air filter that has gas sensors to help evaluatre the indoor air quality and run accordingly,auto-multifunction,sensor;air
90,external connection,connected and powered by cell phone,smart device interactive,external connection
91,animation presentation,make the results to be presented in animation form,special features,data;results
92,image rendering,the data can be presented rhrough pitcure make it more vivid,special features,data;results
93,gas sensor on wearable appliances,the sensor is a module in wearable applianceswatch,clock&watch,sensor;gas
94,built in sensor on smart watches,mems gas sensor is built into a smart watch and interact with the smart watch itself,clock&watch,sensor;gas
95,necklace shape sensor,can be holded on neck,special features,sensors;sensor
96,social media share,the data from sensor can be shared to social media,special features,sensors;sensor
97,foldable,the sensors screen can be foldered to smaller or expand to a larger one as needed,special features,sensors;sensor
98,small size,make the sensors size small to be portable,special features,sensors;sensor
99,;present results in lens,for those who wear glasses the results can be showed to the lens directly,special features,sensors;sensor
100,laser gun,a laser gun that makes use of the laser to detect gas to check gas leaking,smart device interactive,gas;sensor
101,cooking assistant,a device that can detect singed food while cooking by gas sensor,smart device interactive,gas;sensor
