index,Concept Name,Concpet Description,Human Label,Machine Label
14,hmi via heat,human body responds incredibly sensitive to temperature changes and inturn triggers various responses this tendency can be used to improve driver attention and focus at required scenarios by selectively heating the seats armrest etc to maintain optimum body temperature for quick responsealertness or help passenger sleeprest better by selective heatingcooling of various zones of the seat,driver condition & hand-over of control,seats;driver
15,"digital zebra",a zebra crossing that communicates with cars via wifi allowing them to know if there are pedestrians crossing may also change the color under pedestrians feet to demonstrate its interactiveness,pedestrian communication,cars;headset
16,4 d seats,seats that gently and gradually adjust as the car accelerates and deaccelerates,sharing control,seats;driver
17,a car as a videogame,a videogame that comes with a car allowing you to virtually drive through the same route to earn virtual currencies and to get virtual rewards,internal experience,car;passenger
18,puppy car,a car that goes with puppies inside good for mental wellness and hapiness,internal experience,car;passenger
19,productive user environment,in full autonomous mode the steering column retracts into the dash to create more room for the passenger a work table slides out of the dash which can be adjusted according to usage pivoting seats also slide laterally to provide complete degrees of freedom for the passenger the environment creates a workspace with a countertable seats that can turn into couches,functionality and usability,mode;dashboard
20,"inverted intersection",there is no need to cross the street because intersections are above the ground bridges and people can walk without interuptions,redesigning infrastructure,
21,interactive gps interface,part of dashboard dedicated to interactive 3d gps tracking the realtime optimal route,mobility and route,mode;dashboard
22,the speaker,a speaker that speaks to a customer as a real driver would chats about the weather asks to confirm some decisions,sharing control,car;passenger
23,vr makes you ride along,for shared rides vr headset that makes you think you are alone in the car,internal experience,cars;headset
24,vr that makes your ride social,for people riding alone vr headset that connects you with passengers from other cars in a shared virtual space,internal experience,cars;headset
25,"personal care" taxi,a car as a service that goes with a a personal care service inside eg haircut manicure massage or makeup allows to save time for procedures and to not waste the commute time,service,car;passenger
26,"food taxi",a car as a service that goes with chiefprepared meals inside think of a restaurant that drives you wherever you need to while you are eating,service,car;passenger
27,a car as a hotel,a selddriven hotel room a car with a room inside that you order for the night and sleep there until it drives you around the city to not pay for parking,service,car;passenger
28,service based car,a car that goes in a bundle with a service when you book an appointment to deliver you to a dentist restaurant hairsalon etc,service,car;passenger
29,rent a car,similar to current method of renting a car for the weekend but with av the car can now drive directly to your house and drive back once the weekend is over,service,car;passenger
30,vtol car,car that has retractable propellers that are used for vertical take off and landing and shortdistance flights,service,car;passenger
31,hmi to the outside world,the av interacts with the pedestrian using a series of motion light strips integrated on the body of the car located at strategically noticeable locations light signals of blink patterns and frequencies can be studied and used to accordingly to communicate the av•Às intention to its pedestrians in vicinity the same is also communicated to the passengers inside the car via a display interface further the light strips on the outside can also be communicated wirelessly via wifi,pedestrian communication,car;cameras
32,audio feedback to pedestrians,car emits noise or interrupts pedestrians headphones to let them know what car is currently doing,pedestrian communication,car;cameras
33,pedestrian signal,one way screen on front window to signal to pedestrians what car is doing,pedestrian communication,car;cameras
34,a car as a school,a taxi with educational content inside that you can adjust with you trip duration and interests,productivity and functionality,car;passenger
35,a car as a bedroom,a car equipped with a bed to continue sleeping in the morning or long distance commutes,productivity and functionality,car;passenger
36,remotely controlled car,a car that you can remotely control as you would control a drone can perform routes specific to some errands such as get your laundry get children to school,productivity and functionality,car;passenger
37,zen car,sensory blackout inside car to allow for peaceful meditation and relaxation,productivity and functionality,car;passenger
38,gym car,inside of car transforms to allow for convenient ab workout space,productivity and functionality,car;passenger
39,automatic parking,featuer of av that will allow for the passenger to be dropped off beforethe car drives away to find parking,productivity and functionality,car;passenger
40,kitchen car,mode in your car that allows the user to start cooking on the commute home from work,productivity and functionality,car;passenger
41,chore car,mode in your car that allows it to go run errands for you during the work day including grocery shopping dry cleaning etc,productivity and functionality,car;passenger
42,programmable activity car,av does all that it is asked to do dropping off kinds at school drop youself at office purchase groceries from a smartstore engage in ridesharing service pick up kids from school yourself from office get home,productivity and functionality,car;passenger
43,vr headset,vrheadset for a passenger allowing to see through the cars eyes,visibility and safety,cars;headset
44,user monitoring,sensor box hung at top of front window to monitor the users awareness and vision,driver monitoring,car;cameras
45,foldable car,av that collapses onto itself to enable better parking in tight corners ,smart mobility,car;passenger
46,"ufo looking car",a car designed to look like an ufo to keep pedestrians engaged and to not let them lose attention also communicates safety as people do not see wheels,aesthetics,car;passenger
47,"fluffy car",a car looking like a big stuffed toy to communicate its safeness,aesthetics,car;passenger
48,humanized simplistic interface,a simplistic dashboard that takes up minimal roomspace and is highly intuitive with its display and functions the steering wheel tucks inside the dash when in selfdrive mode and retracts out when driverattention is required and when handover of control is going to begin an interactive display shows all data the passengers want to see on what the av is seeing sensing calculating and how its making decisions further every decision the av makes on selfdrive mode is displayed on the screen which can be manually overridden at any time,mobility & driver condition,mode;dashboard
49,"i see you",a digital panel instead of windshiled that shows current car speed and its dynamics eg 25mpg slowing down,pedestrian communication,car;passenger
50,soft car,a car made from a very soft material that gets more damaged than a human in accident basically a human can get the car hurt with a hit,pedestrian communication,car;passenger
51,decision making tree,screen embedded into dashboard to show current decisions being made by vehicle and why they are made,awareness of av tech,mode;dashboard
52,real time window entertainment,ar is used to overlay game interface or encyclopaedia interaction on the outside environment on the window glass for passengers insde the car to interact,productivity and functionality,car;cameras
53,360o view field,the interior of the av projects the external surroundings which is otherwise blocked off to normal field of view due to obtrusion by the car body abc pillars it provides a sense of surrounding awareness and help to improve trust and experience in selfdrive mode and acts as adas when in drivermode the cameras on the outside capture and display back in realtime on the interior the displays for this are integrated into the abc pillars that are obstructive to vision,visibility and safety,car;cameras
54,vehicle perception screen,screen embedded into dashboard portraying what the vehicle saw in its environment in realtime,visiblity,mode;dashboard
55,split av,av is made of smaller independent units that split or recombine based on number of passengers or space requirements thus saving energy,smart mobility,
56,connectivity in traffic,when multiple cars are stuck in traffican amfm station is tuned to allow people to talk to each othr and be social,connecting with others,cars;headset
57,peer attach av,when you meet friends on the road or any office colleague with whom you want to spend time together while still travelling inside different avs the two vehicles combine into one unit onroad and detatch when required,productivity and functionality,buses;vehicles
58,camp car,av has all its parts fully modular and multipurpose specifically designed for use in camping the body of the car becomes a tent drivemotor becomes a winch doors become surf board etc,productivity and functionality,
59,the screen,an interactive screentablet in front of a passenger showing what a car is seeing and what decisions it is going to make,visibility and safety,car;passenger
