index,Concept Name,Concpet Description,Human Label,Machine Label
32,alert system,works with a users smartphone and home system to notify about important happenings,check out my ride,users;access
33,connect me ,using the users phone to identify user through wireless or bluetooth,check out my ride,users;access
34,handlebar sensor,detect users realtime physical condition accurately using a handle sensor,check out my ride,users;access
35,strength measurement,measures and records the maximum strength of the users various muscle groups for example grip strength,check out my ride,users;access
36,internet connectivity,would use either wfi or the users phone connection to allow them the same connectivity as a smartphone to browse the web read the news email etc,check out my ride,users;access
37,personalized plan,provide users their personalized plan everytime when they start to exercise ,personal trainer,users;access
38,punishment system ,users can manually turn on the punishment and force themselve to keep cycling when they are tired and want to quit,personal trainer,users;access
39,wheelie,allow the user to perform a wheelie ,but wait there's more ,users;user
40,competition mode,shows user the past workout stats for a friend and encourages them to try to beat their friend,arcade mode,workout;user
41,bike generator,attach a generator to the bike machine and generate electircity when the user is cycling and the user can get paid for it ,but wait there's more ,bike;machine
42,drop the beat,surround sound speaker to imitate biking noise in the real world,check out my ride,biking;bike
43,water is life,have a water dispence built into the machine so the user doesnt need to go far away for water,but wait there's more ,machine;user
44,music selector ,based on the users pace music is automatically selected and played to match that speed,personal trainer,users;user
45,goal selection ,different users have different goals in mind through a set of selections users can pick the one that matches his or her goal ,personal trainer,users;user
46,video chat,users that are using different machines in the gym can have video chat when exercising ,but wait there's more ,users;machine
47,tilted,tilt the whole machine for different experiences ,check out my ride,tilted
48,bring your bike to workout day ,instead of a exercise machine attach a real bike to the exercise machine and bike on a real bike a bike treadmill ,business spinoff,biking;bike
49,modular machine,allow customers to install the feature they want and it will be easy to repair the machines by simply replace the broken part hot swappingly ,check out my ride,users;machine
50,auto seat adjustment ,whenever the users start to use the machine the physical and digital setting will be adjusted automatically,check out my ride,users;machine
51,all users matter,have easy to adjust handles seats and display screen so users of different sizes can enjoy the machine to the full potential,check out my ride,users;machine
52,heart rate arm band,paired with machine reads users heart rate more accurately,check out my ride,users;machine
53,smartphone dock,almost everyone has a smart phone nowadays it would be nice if there is a dock that can transfer user musicvideos and charge it at the same time during workout ,but wait there's more ,workout;user
54,class anytime,can play cycling class videos on demand to mimic actually participating in a class,check out my ride,bike;videos
55,workout more ,have small workout for different parts of the machine for example the bike brakes on the handle could be used as a grip trainer or the bike can be coupled with another trainning machine ,but wait there's more ,biking;bike
56,mountain biking,the bike machine simulate real condition when mountain biking,but wait there's more ,biking;bike
57,make me fast,change the handles of the bike to race bike handles to make the user feel powerful ,check out my ride,bike;machine
58,the whole experience ,allows the bike to lean foward and back and tilt left and right,check out my ride,bike;machine
