index,Concept Name,Concpet Description,Human Label,Machine Label
55,water line in gloves,gloves has a water spiggot in it,clean things,gloves;mars
56,dust collector gloves,collect the dust just by gloves easily,clean things,gloves;mars
57,fun gloves,gloves wrist this deployable proellors to emerge a small fun,clean things,gloves;mars
58,flexible boxing gloves,this design follows a mitten  like feature this is to allow the hands easier access into the mits furthermore the user can choose how many fingers they want to put in ,would you look at that,fingers;gloves
59,sepcial watch in gloves,design for space and mars entertainment it has three dials can read the earth time and flight time also can used for record the mars time keep astranaut in a regular time,there's an app for that,gloves;mars
60,massage gloves,serves in glove massge pombs in hard to ease emotions,enhance comfort,gloves;glove
61,massage gloves 3.0,glove vibrate but vibration massages a wave alang the gloves,enhance comfort,gloves;glove
62,net mach 2,net grenade ball shoots out of glove for better range then explode into a net,casin things,glove;heater
63,plant slot glove,glove has a slot to insert a touch screen phone or flexible screen screen is removable,intersurfaces,glove;heater
64,nuclear item gloves,gloves has nonescule nuclear reach built into it,energy basic,gloves;mars
65,kinegtetic entry,gloves gains energy through kinegteetic energy like mechanical withers,energy basic,gloves;mars
66,solar gloves,gather and transfer the solar energy to electricityprovided for the emergency lighting,energy basic,gloves;mars
67,padded glove,padding is distributed on gloves palms and fingers to allow for best protection,grip,fingers;gloves
68,good tactile sensation in gloves,keep the good tactile sensation of the hand can feel outside environment temperature pressure and other factors making astronaut good at scienticfic research in mars,better than the iphone,gloves;mars
69,talon gloves,birdlike talon inspired gloves these help for picking up smaller items ruberized tensor modules with beads that help constrict and enable assistance ,better than the iphone,gloves;mars
70,pressuried glove,glove has two layers removable pressure layer basic hlove bladder valve for pressure control,material,glove;heater
71,3 finger design,this glove looks into using a three finger approach to usability basically just using metal layers to constrict and grip,would you look at that,glove;sensors
72,picture glove,glove has a compartment on back of palm to store notes or a picture,touch,glove;heater
73,anti skid gloves,gloves should be antiskid astronaut would conduct scientic research in mars which is required gloves can be a part of toolkit used for project handling slippery things well,got it?,gloves;mars
74,ruberized tensor hands,these gloves are meant to go underneath the protective gloves the rubber and the flexible electronics are protected being in the middle layer and helps with movement,got it?,gloves;mars
75,eva 2.0,these gloves follows the designs of current eva gloves however the bottom side mechanical components are added these metal inserts also serve as metal inserts ,got it?,gloves;mars
76,arm screen,flexible display on arm for spave tv,intersurfaces with/into,arm screen
77,storage for quick food,in space youll need some quick eenergy probably act as a food stroage device,casin things,storage for quick food
78,wiring,this concept is to connect glove wires to the rest of the suit seemlessly,would you look at that,glove;heater
79,screen gloves,have a screen can show cabin or external entertainments,intersurfaces,gloves;mars
80,drilling gloves,edge based blove that helps with escavating operations when you need to dig a lot,intersurfaces,gloves;mars
