index,Concept Name,Concpet Description,Human Label,Machine Label
21,programmable activity car,av does all that it is asked to do dropping off kinds at school drop youself at office purchase groceries from a smartstore engage in ridesharing service pick up kids from school yourself from office get home,productivity and functionality,
22,vehicle perception screen,screen embedded into dashboard portraying what the vehicle saw in its environment in realtime,visiblity,dashboard;vehicle
23,4 d seats,seats that gently and gradually adjust as the car accelerates and deaccelerates,sharing control,
24,"personal care" taxi,a car as a service that goes with a a personal care service inside eg haircut manicure massage or makeup allows to save time for procedures and to not waste the commute time,service,car;service
25,"food taxi",a car as a service that goes with chiefprepared meals inside think of a restaurant that drives you wherever you need to while you are eating,service,car;service
26,service based car,a car that goes in a bundle with a service when you book an appointment to deliver you to a dentist restaurant hairsalon etc,service,car;service
27,hmi via acoustics,the av interacts with the driver through channelized mild sounds via tweeter from the 4 corners of the interior the sound is fired based on the direction which needs driver•Às attention so that the driver does not have to ponder on figuring out the problem audio feedback helps when the driver is asleep or is not looking at the right direction,handing-over of control,
28,audio feedback to pedestrians,car emits noise or interrupts pedestrians headphones to let them know what car is currently doing,pedestrian communication,car;signal
29,pedestrian signal,one way screen on front window to signal to pedestrians what car is doing,pedestrian communication,car;signal
30,vr makes you ride along,for shared rides vr headset that makes you think you are alone in the car,internal experience,headset;vr
31,vr that makes your ride social,for people riding alone vr headset that connects you with passengers from other cars in a shared virtual space,internal experience,headset;vr
32,a car as a school,a taxi with educational content inside that you can adjust with you trip duration and interests,productivity and functionality,car;taxi
33,remotely controlled car,a car that you can remotely control as you would control a drone can perform routes specific to some errands such as get your laundry get children to school,productivity and functionality,car;taxi
34,a car as a bedroom,a car equipped with a bed to continue sleeping in the morning or long distance commutes,productivity and functionality,
35,the speaker,a speaker that speaks to a customer as a real driver would chats about the weather asks to confirm some decisions,sharing control,
36,automatic parking,featuer of av that will allow for the passenger to be dropped off beforethe car drives away to find parking,productivity and functionality,car;hotel
37,hmi to the outside world,the av interacts with the pedestrian using a series of motion light strips integrated on the body of the car located at strategically noticeable locations light signals of blink patterns and frequencies can be studied and used to accordingly to communicate the av•Às intention to its pedestrians in vicinity the same is also communicated to the passengers inside the car via a display interface further the light strips on the outside can also be communicated wirelessly via wifi,pedestrian communication,passengers;car
38,seats for fidgeting,redesigning shape of seats to adjustto body posture using memory foamor similar technology,internal comfortability,
39,decision making tree,screen embedded into dashboard to show current decisions being made by vehicle and why they are made,awareness of av tech,dashboard;vehicle
40,driver eye tracking & condition monitoring,eyetracking and depthsensing cameras on the dash and the roof continuously monitor the driver attention and condition by obtaining imaging details through computer vision this is information is then used to alert the driver if his attention is wavering wakeup if heshe has fallen asleep help driver notice an unprecedented incident like a vehicle approaching suddenly out of a corner or warn the driver if he failed to notice all details before taking an actionmaneuver,driver condition & hand-over of control,
41,morphing av,avs interior completely made of smart fabric where in selfdrive mode the entire dash and other accessories simply collapse inwards and foldup to maximize roomspace for the passenger,productivity and functionality,
42,vtol car,car that has retractable propellers that are used for vertical take off and landing and shortdistance flights,service,
43,a car as a hotel,a selddriven hotel room a car with a room inside that you order for the night and sleep there until it drives you around the city to not pay for parking,service,car;hotel
44,real time window entertainment,ar is used to overlay game interface or encyclopaedia interaction on the outside environment on the window glass for passengers insde the car to interact,productivity and functionality,passengers;car
45,foldable car,av that collapses onto itself to enable better parking in tight corners ,smart mobility,car;hotel
46,imax car,car that provides an immersive vrimax movie experience using windshield and windows to create a 360deg surround screen when in selfdriver  mode,productivity and functionality,
47,rent a car,similar to current method of renting a car for the weekend but with av the car can now drive directly to your house and drive back once the weekend is over,service,car;passenger
48,360o view field,the interior of the av projects the external surroundings which is otherwise blocked off to normal field of view due to obtrusion by the car body abc pillars it provides a sense of surrounding awareness and help to improve trust and experience in selfdrive mode and acts as adas when in drivermode the cameras on the outside capture and display back in realtime on the interior the displays for this are integrated into the abc pillars that are obstructive to vision,visibility and safety,
49,a car as a videogame,a videogame that comes with a car allowing you to virtually drive through the same route to earn virtual currencies and to get virtual rewards,internal experience,car;taxi
50,hmi via heat,human body responds incredibly sensitive to temperature changes and inturn triggers various responses this tendency can be used to improve driver attention and focus at required scenarios by selectively heating the seats armrest etc to maintain optimum body temperature for quick responsealertness or help passenger sleeprest better by selective heatingcooling of various zones of the seat,driver condition & hand-over of control,
51,"digital zebra",a zebra crossing that communicates with cars via wifi allowing them to know if there are pedestrians crossing may also change the color under pedestrians feet to demonstrate its interactiveness,pedestrian communication,
52,connectivity in traffic,when multiple cars are stuck in traffican amfm station is tuned to allow people to talk to each othr and be social,connecting with others,
53,"fluffy car",a car looking like a big stuffed toy to communicate its safeness,aesthetics,car;taxi
54,productive user environment,in full autonomous mode the steering column retracts into the dash to create more room for the passenger a work table slides out of the dash which can be adjusted according to usage pivoting seats also slide laterally to provide complete degrees of freedom for the passenger the environment creates a workspace with a countertable seats that can turn into couches,functionality and usability,
55,camp car,av has all its parts fully modular and multipurpose specifically designed for use in camping the body of the car becomes a tent drivemotor becomes a winch doors become surf board etc,productivity and functionality,
56,ar boundary box,car windows augment a boundary box over each carpedestrian that the car sees when it sees it,visiblity,
57,smart charging,a feature on your car that can predict when you will need to charge your ev and will automatically drive you to the nearest ev station at that time,mobility and route,car;hotel
58,human machine interaction (hmi) via ambient lighting,the av interacts with the passenger inside using ambient light strips located at strategically noticeable locations across the interior of the car light signals of various color tones can be used to alert the driver regain drivers attention to some issue or on to the traffic to warn driver of bad driving etc further the lights can influence the mood and behavior of passenger a soothing color tone for passenger who is returning home from office sleepy and dreamy light patterns for longdrives when the av is in selfdrive mode to put the passengers to sleeprest quickly,handing-over of control,passengers;car
59,user monitoring,sensor box hung at top of front window to monitor the users awareness and vision,driver monitoring,
